event_id,event_type,timestamp,user,cost_center
E6363,Approve PR,2024-09-02T08:58:56Z,Manager6,CC20
E7087,Create PR,2024-09-02T08:58:57Z,User45,CC16
E7096,Create PR,2024-09-02T08:58:57Z,User15,CC14
E7237,Create PR,2024-09-02T08:58:57Z,User15,CC2
E7322,Create PR,2024-09-02T08:58:57Z,User19,CC11
E7332,Approve PR,2024-09-02T08:58:57Z,Manager2,CC5
E7598,Create PO (Batch),2024-09-02T08:58:57Z,User25,CC16
E7693,Approve PR,2024-09-02T08:58:57Z,Manager4,CC8
E8091,Approve PR,2024-09-02T08:58:57Z,Manager7,CC19
E248,Create PO (Batch),2024-09-02T08:59:53Z,User21,CC16
E965,Approve PR,2024-09-02T08:59:53Z,Manager7,CC17
E1148,Create PR,2024-09-02T08:59:53Z,User32,CC10
E1403,Approve PR,2024-09-02T08:59:53Z,Manager1,CC6
E2070,Reject PR,2024-09-02T08:59:54Z,Manager4,CC8
E2440,Approve PR,2024-09-02T08:59:54Z,Manager7,CC15
E2469,Approve PO,2024-09-02T08:59:54Z,Manager8,CC13
E2561,Approve PR,2024-09-02T08:59:54Z,Manager6,CC7
E2625,Create PR,2024-09-02T08:59:54Z,User25,CC8
E2762,Create PO (Batch),2024-09-02T08:59:54Z,User5,CC13
E2920,Approve PR,2024-09-02T08:59:54Z,Manager7,CC8
E3013,Create PR,2024-09-02T08:59:54Z,User12,CC17
E3086,Approve PR,2024-09-02T08:59:54Z,Manager3,CC20
E3580,Approve PR,2024-09-02T08:59:55Z,Manager10,CC12
E3799,Create PO,2024-09-02T08:59:55Z,User12,CC4
E3834,Approve PR,2024-09-02T08:59:55Z,Manager1,CC9
E3942,Approve PR,2024-09-02T08:59:55Z,Manager4,CC7
E4006,Create PR,2024-09-02T08:59:55Z,User32,CC13
E4101,Approve PR,2024-09-02T08:59:55Z,Manager6,CC14
E4192,Create PR,2024-09-02T08:59:55Z,User15,CC6
E4221,Create PR,2024-09-02T08:59:55Z,User34,CC7
E4413,Approve PR,2024-09-02T08:59:55Z,Manager8,CC18
E4668,Create PR,2024-09-02T08:59:55Z,User45,CC6
E5114,Create PR,2024-09-02T08:59:55Z,User11,CC18
E5124,Approve PR,2024-09-02T08:59:55Z,Manager1,CC8
E5270,Approve PR,2024-09-02T08:59:56Z,Manager7,CC4
E6108,Approve PR,2024-09-02T08:59:56Z,Manager7,CC4
E6117,Approve PR,2024-09-02T08:59:56Z,Manager2,CC5
E6136,Create PR,2024-09-02T08:59:56Z,User45,CC19
E6271,Approve PR,2024-09-02T08:59:56Z,Manager2,CC7
E6656,Create PO,2024-09-02T08:59:56Z,User10,CC2
E6896,Create PR,2024-09-02T08:59:56Z,User15,CC12
E6924,Approve PR,2024-09-02T08:59:57Z,Manager9,CC2
E7210,Create PR,2024-09-02T08:59:57Z,User9,CC11
E7394,Create PR,2024-09-02T08:59:57Z,User23,CC7
E7421,Create PR,2024-09-02T08:59:57Z,User28,CC4
E7522,Create PR,2024-09-02T08:59:57Z,User16,CC7
E7782,Create PR,2024-09-02T08:59:57Z,User28,CC9
E7945,Approve PR,2024-09-02T08:59:57Z,Manager4,CC8
E10,Create PR,2024-09-02T09:00:53Z,User12,CC14
E21,Create PO,2024-09-02T09:00:53Z,User13,CC15
E421,Create PR,2024-09-02T09:00:53Z,User28,CC16
E495,Create PR,2024-09-02T09:00:53Z,User36,CC4
E633,Approve PO,2024-09-02T09:00:53Z,Manager10,CC19
E1276,Create PR,2024-09-02T09:00:53Z,User31,CC10
E1457,Approve PR,2024-09-02T09:00:53Z,Manager4,CC2
E1543,Send PO to Supplier,2024-09-02T09:00:54Z,User34,CC12
E1696,Create PR,2024-09-02T09:00:54Z,User37,CC19
E2617,Approve PR,2024-09-02T09:00:54Z,Manager1,CC17
E2780,Create PO,2024-09-02T09:00:54Z,User35,CC12
E3041,Approve PR,2024-09-02T09:00:54Z,Manager9,CC8
E3149,Approve PR,2024-09-02T09:00:54Z,Manager5,CC6
E3258,Create PR,2024-09-02T09:00:54Z,User10,CC6
E3726,Approve PR,2024-09-02T09:00:55Z,Manager8,CC6
E4120,Create PO,2024-09-02T09:00:55Z,User44,CC6
E4222,Approve PR,2024-09-02T09:00:55Z,Manager1,CC14
E4281,Send PO to Supplier,2024-09-02T09:00:55Z,User16,CC16
E4594,Create PO,2024-09-02T09:00:55Z,User46,CC18
E4733,Create PO,2024-09-02T09:00:55Z,User46,CC10
E5087,Create PR,2024-09-02T09:00:55Z,User30,CC4
E5198,Approve PR,2024-09-02T09:00:56Z,Manager4,CC18
E5217,Create PO,2024-09-02T09:00:56Z,User38,CC19
E5306,Reject PR,2024-09-02T09:00:56Z,Manager7,CC20
E5454,Approve PO,2024-09-02T09:00:56Z,Manager5,CC7
E5789,Create PR,2024-09-02T09:00:56Z,User4,CC9
E5939,Create PO (Batch),2024-09-02T09:00:56Z,User49,CC2
E6307,Approve PR,2024-09-02T09:00:56Z,Manager6,CC3
E6337,Create PO,2024-09-02T09:00:56Z,User2,CC12
E6977,Create PR,2024-09-02T09:00:57Z,User39,CC1
E7276,Approve PR,2024-09-02T09:00:57Z,Manager6,CC19
E7606,Reject PR,2024-09-02T09:00:57Z,Manager2,CC18
E7764,Create PR,2024-09-02T09:00:57Z,User21,CC13
E8241,Approve PO,2024-09-02T09:00:57Z,Manager2,CC14
E8265,Create PR,2024-09-02T09:00:57Z,User35,CC5
E291,Create PR,2024-09-02T09:01:53Z,User17,CC2
E358,Create PR,2024-09-02T09:01:53Z,User16,CC7
E540,Create PR,2024-09-02T09:01:53Z,User42,CC16
E829,Reject PR,2024-09-02T09:01:53Z,Manager5,CC6
E973,Create PR,2024-09-02T09:01:53Z,User39,CC2
E1029,Create PR,2024-09-02T09:01:53Z,User38,CC17
E1131,Approve PR,2024-09-02T09:01:53Z,Manager5,CC1
E1438,Create PR,2024-09-02T09:01:53Z,User46,CC3
E1791,Approve PR,2024-09-02T09:01:54Z,Manager1,CC14
E2004,Create PR,2024-09-02T09:01:54Z,User45,CC13
E2128,Approve PR,2024-09-02T09:01:54Z,Manager4,CC19
E2246,Create PO,2024-09-02T09:01:54Z,User32,CC5
E2330,Approve PR,2024-09-02T09:01:54Z,Manager10,CC18
E2571,Create PO,2024-09-02T09:01:54Z,User15,CC15
E3105,Create PO (Batch),2024-09-02T09:01:54Z,User9,CC12
E3499,Approve PR,2024-09-02T09:01:55Z,Manager3,CC20
E3588,Create PR,2024-09-02T09:01:55Z,User38,CC9
E3653,Create PR,2024-09-02T09:01:55Z,User22,CC8
E3870,Approve PR,2024-09-02T09:01:55Z,Manager1,CC2
E3953,Approve PR,2024-09-02T09:01:55Z,Manager4,CC13
E4038,Approve PR,2024-09-02T09:01:55Z,Manager5,CC8
E4184,Approve PR,2024-09-02T09:01:55Z,Manager6,CC5
E4314,Approve PR,2024-09-02T09:01:55Z,Manager2,CC17
E4341,Approve PR,2024-09-02T09:01:55Z,Manager5,CC9
E4368,Approve PR,2024-09-02T09:01:55Z,Manager6,CC5
E4750,Approve PR,2024-09-02T09:01:55Z,Manager10,CC1
E5143,Create PO,2024-09-02T09:01:56Z,User47,CC10
E5316,Create PR,2024-09-02T09:01:56Z,User21,CC20
E5512,Approve PR,2024-09-02T09:01:56Z,Manager3,CC18
E5520,Create PR,2024-09-02T09:01:56Z,User9,CC9
E5792,Approve PR,2024-09-02T09:01:56Z,Manager10,CC12
E5901,Create PR,2024-09-02T09:01:56Z,User10,CC6
E5919,Create PR,2024-09-02T09:01:56Z,User6,CC6
E6764,Create PR,2024-09-02T09:01:56Z,User15,CC13
E6773,Create PR,2024-09-02T09:01:56Z,User27,CC4
E7712,Create PO,2024-09-02T09:01:57Z,User48,CC12
E7855,Approve PR,2024-09-02T09:01:57Z,Manager6,CC11
E7892,Create PO (Batch),2024-09-02T09:01:57Z,User48,CC12
E385,Create PR,2024-09-02T09:02:53Z,User45,CC1
E841,Create PR,2024-09-02T09:02:53Z,User11,CC3
E1449,Create PO (Batch),2024-09-02T09:02:53Z,User21,CC11
E1485,Create PR,2024-09-02T09:02:54Z,User31,CC16
E2033,Create PR,2024-09-02T09:02:54Z,User50,CC11
E2688,Create PR,2024-09-02T09:02:54Z,User12,CC11
E2928,Create PR,2024-09-02T09:02:54Z,User12,CC18
E3140,Approve PR,2024-09-02T09:02:54Z,Manager7,CC15
E3330,Create PR,2024-09-02T09:02:54Z,User24,CC18
E3378,Approve PR,2024-09-02T09:02:55Z,Manager9,CC12
E3950,Create PR,2024-09-02T09:02:55Z,User31,CC2
E4213,Approve PR,2024-09-02T09:02:55Z,Manager2,CC4
E4476,Approve PR,2024-09-02T09:02:55Z,Manager8,CC7
E4781,Approve PR,2024-09-02T09:02:55Z,Manager9,CC2
E4816,Create PR,2024-09-02T09:02:55Z,User5,CC13
E4957,Create PR,2024-09-02T09:02:55Z,User6,CC5
E5288,Approve PR,2024-09-02T09:02:56Z,Manager1,CC17
E5653,Approve PR,2024-09-02T09:02:56Z,Manager4,CC14
E5700,Approve PR,2024-09-02T09:02:56Z,Manager8,CC2
E5717,Create PR,2024-09-02T09:02:56Z,User37,CC3
E6031,Create PR,2024-09-02T09:02:56Z,User37,CC5
E6197,Approve PR,2024-09-02T09:02:56Z,Manager5,CC1
E6515,Create PR,2024-09-02T09:02:56Z,User11,CC8
E6738,Approve PR,2024-09-02T09:02:56Z,Manager4,CC16
E6820,Create PR,2024-09-02T09:02:56Z,User29,CC4
E6905,Create PR,2024-09-02T09:02:56Z,User9,CC16
E7155,Approve PR,2024-09-02T09:02:57Z,Manager4,CC9
E7247,Approve PR,2024-09-02T09:02:57Z,Manager6,CC9
E7303,Reject PR,2024-09-02T09:02:57Z,Manager8,CC16
E7863,Create PR,2024-09-02T09:02:57Z,User37,CC15
E7920,Approve PO,2024-09-02T09:02:57Z,Manager3,CC13
E73,Create PR,2024-09-02T09:03:53Z,User11,CC3
E100,Create PR,2024-09-02T09:03:53Z,User23,CC2
E202,Approve PR,2024-09-02T09:03:53Z,Manager10,CC3
E212,Create PO,2024-09-02T09:03:53Z,User25,CC16
E774,Create PR,2024-09-02T09:03:53Z,User37,CC12
E886,Create PR,2024-09-02T09:03:53Z,User31,CC12
E974,Approve PR,2024-09-02T09:03:53Z,Manager2,CC3
E1110,Create PR,2024-09-02T09:03:53Z,User20,CC19
E1638,Create PR,2024-09-02T09:03:54Z,User8,CC14
E1763,Create PR,2024-09-02T09:03:54Z,User21,CC6
E1911,Create PR,2024-09-02T09:03:54Z,User22,CC18
E1971,Create PO (Batch),2024-09-02T09:03:54Z,User7,CC13
E2449,Approve PR,2024-09-02T09:03:54Z,Manager1,CC18
E2476,Approve PR,2024-09-02T09:03:54Z,Manager6,CC1
E2801,Approve PR,2024-09-02T09:03:54Z,Manager6,CC3
E2809,Create PR,2024-09-02T09:03:54Z,User40,CC5
E2811,Create PR,2024-09-02T09:03:54Z,User41,CC5
E2921,Create PO,2024-09-02T09:03:54Z,User32,CC11
E2994,Reject PR,2024-09-02T09:03:54Z,Manager10,CC9
E3202,Create PR,2024-09-02T09:03:54Z,User28,CC11
E3357,Create PR,2024-09-02T09:03:54Z,User38,CC4
E3552,Create PR,2024-09-02T09:03:55Z,User25,CC7
E3806,Create PR,2024-09-02T09:03:55Z,User18,CC17
E3924,Approve PR,2024-09-02T09:03:55Z,Manager3,CC19
E3932,Create PR,2024-09-02T09:03:55Z,User43,CC12
E4075,Create PO (Batch),2024-09-02T09:03:55Z,User44,CC3
E4695,Create PR,2024-09-02T09:03:55Z,User21,CC14
E4771,Create PO,2024-09-02T09:03:55Z,User2,CC6
E4845,Create PR,2024-09-02T09:03:55Z,User32,CC7
E4941,Create PO (Batch),2024-09-02T09:03:55Z,User41,CC14
E4968,Create PR,2024-09-02T09:03:55Z,User33,CC6
E5052,Approve PR,2024-09-02T09:03:55Z,Manager7,CC13
E5088,Approve PR,2024-09-02T09:03:55Z,Manager3,CC7
E5308,Approve PR,2024-09-02T09:03:56Z,Manager3,CC9
E5443,Approve PR,2024-09-02T09:03:56Z,Manager3,CC16
E5670,Create PR,2024-09-02T09:03:56Z,User36,CC15
E5790,Reject PR,2024-09-02T09:03:56Z,Manager4,CC18
E5883,Create PR,2024-09-02T09:03:56Z,User49,CC9
E5977,Create PR,2024-09-02T09:03:56Z,User21,CC15
E5987,Approve PR,2024-09-02T09:03:56Z,Manager2,CC2
E6129,Create PO,2024-09-02T09:03:56Z,User42,CC6
E6179,Approve PR,2024-09-02T09:03:56Z,Manager6,CC5
E6198,Create PO,2024-09-02T09:03:56Z,User4,CC9
E6288,Create PR,2024-09-02T09:03:56Z,User40,CC3
E6344,Create PR,2024-09-02T09:03:56Z,User35,CC7
E6471,Approve PR,2024-09-02T09:03:56Z,Manager9,CC10
E6672,Create PR,2024-09-02T09:03:56Z,User5,CC11
E7034,Approve PR,2024-09-02T09:03:57Z,Manager3,CC13
E7599,Approve PO,2024-09-02T09:03:57Z,Manager9,CC7
E7675,Approve PO,2024-09-02T09:03:57Z,Manager4,CC18
E7730,Create PO (Batch),2024-09-02T09:03:57Z,User29,CC19
E7827,Create PR,2024-09-02T09:03:57Z,User49,CC2
E7846,Approve PR,2024-09-02T09:03:57Z,Manager3,CC12
E7973,Create PO,2024-09-02T09:03:57Z,User50,CC14
E166,Approve PR,2024-09-02T09:04:53Z,Manager9,CC6
E658,Approve PR,2024-09-02T09:04:53Z,Manager7,CC17
E766,Approve PR,2024-09-02T09:04:53Z,Manager7,CC8
E1169,Approve PR,2024-09-02T09:04:53Z,Manager7,CC14
E1287,Create PO,2024-09-02T09:04:53Z,User3,CC20
E1450,Approve PO,2024-09-02T09:04:53Z,Manager5,CC11
E1549,Approve PR,2024-09-02T09:04:54Z,Manager2,CC9
E2025,Approve PR,2024-09-02T09:04:54Z,Manager2,CC8
E3230,Approve PR,2024-09-02T09:04:54Z,Manager10,CC15
E3268,Approve PR,2024-09-02T09:04:54Z,Manager4,CC10
E3754,Create PO (Batch),2024-09-02T09:04:55Z,User11,CC3
E3763,Create PO,2024-09-02T09:04:55Z,User42,CC18
E3915,Approve PR,2024-09-02T09:04:55Z,Manager5,CC10
E4458,Approve PR,2024-09-02T09:04:55Z,Manager2,CC16
E4548,Approve PR,2024-09-02T09:04:55Z,Manager8,CC10
E4951,Approve PO,2024-09-02T09:04:55Z,Manager7,CC20
E5736,Approve PR,2024-09-02T09:04:56Z,Manager5,CC10
E6180,Create PO (Batch),2024-09-02T09:04:56Z,User5,CC13
E7142,Reject PR,2024-09-02T09:04:57Z,Manager1,CC6
E7561,Approve PO,2024-09-02T09:04:57Z,Manager1,CC12
E7893,Approve PO,2024-09-02T09:04:57Z,Manager7,CC14
E7982,Create PO (Batch),2024-09-02T09:04:57Z,User35,CC8
E8071,Reject PR,2024-09-02T09:04:57Z,Manager1,CC9
E8082,Approve PR,2024-09-02T09:04:57Z,Manager10,CC13
E177,Approve PO,2024-09-02T09:05:53Z,Manager9,CC17
E1197,Create PO (Batch),2024-09-02T09:05:53Z,User28,CC5
E1313,Approve PR,2024-09-02T09:05:53Z,Manager2,CC4
E1404,Create PO (Batch),2024-09-02T09:05:53Z,User48,CC7
E1783,Create PO (Batch),2024-09-02T09:05:54Z,User34,CC12
E1997,Create PO,2024-09-02T09:05:54Z,User14,CC20
E2005,Approve PR,2024-09-02T09:05:54Z,Manager1,CC20
E2043,Approve PR,2024-09-02T09:05:54Z,Manager10,CC16
E2054,Approve PO,2024-09-02T09:05:54Z,Manager8,CC2
E2303,Approve PR,2024-09-02T09:05:54Z,Manager4,CC6
E2866,Approve PR,2024-09-02T09:05:54Z,Manager6,CC18
E3497,Reject PR,2024-09-02T09:05:55Z,Manager5,CC17
E3825,Approve PR,2024-09-02T09:05:55Z,Manager5,CC8
E4065,Approve PR,2024-09-02T09:05:55Z,Manager1,CC8
E4530,Approve PR,2024-09-02T09:05:55Z,Manager4,CC3
E4632,Create PO,2024-09-02T09:05:55Z,User33,CC4
E5025,Approve PR,2024-09-02T09:05:55Z,Manager5,CC9
E5839,Approve PR,2024-09-02T09:05:56Z,Manager6,CC17
E6079,Approve PR,2024-09-02T09:05:56Z,Manager8,CC18
E6150,Reject PR,2024-09-02T09:05:56Z,Manager5,CC5
E6189,Create PO,2024-09-02T09:05:56Z,User8,CC10
E6316,Reject PR,2024-09-02T09:05:56Z,Manager7,CC8
E6516,Approve PR,2024-09-02T09:05:56Z,Manager8,CC17
E6590,Approve PR,2024-09-02T09:05:56Z,Manager4,CC11
E6897,Approve PR,2024-09-02T09:05:56Z,Manager4,CC12
E6933,Approve PR,2024-09-02T09:05:57Z,Manager3,CC5
E7043,Approve PR,2024-09-02T09:05:57Z,Manager10,CC7
E7285,Approve PR,2024-09-02T09:05:57Z,Manager5,CC5
E7664,Approve PR,2024-09-02T09:05:57Z,Manager10,CC11
E7954,Approve PR,2024-09-02T09:05:57Z,Manager2,CC15
E203,Create PO,2024-09-02T09:06:53Z,User10,CC9
E266,Create PO,2024-09-02T09:06:53Z,User44,CC12
E283,Approve PR,2024-09-02T09:06:53Z,Manager4,CC19
E292,Approve PR,2024-09-02T09:06:53Z,Manager1,CC7
E449,Approve PR,2024-09-02T09:06:53Z,Manager9,CC10
E595,Approve PR,2024-09-02T09:06:53Z,Manager10,CC15
E686,Create PO,2024-09-02T09:06:53Z,User4,CC13
E713,Create PO,2024-09-02T09:06:53Z,User44,CC20
E785,Create PO (Batch),2024-09-02T09:06:53Z,User40,CC13
E1421,Approve PR,2024-09-02T09:06:53Z,Manager3,CC8
E2073,Create PO (Batch),2024-09-02T09:06:54Z,User49,CC1
E2350,Approve PO,2024-09-02T09:06:54Z,Manager1,CC5
E2572,Approve PO,2024-09-02T09:06:54Z,Manager3,CC20
E2689,Approve PR,2024-09-02T09:06:54Z,Manager2,CC17
E2902,Approve PR,2024-09-02T09:06:54Z,Manager4,CC9
E3433,Create PO (Batch),2024-09-02T09:06:55Z,User1,CC8
E4817,Approve PR,2024-09-02T09:06:55Z,Manager6,CC1
E5418,Approve PO,2024-09-02T09:06:56Z,Manager7,CC19
E6142,Create PO (Batch),2024-09-02T09:06:56Z,User40,CC19
E6417,Approve PR,2024-09-02T09:06:56Z,Manager10,CC13
E6619,Approve PR,2024-09-02T09:06:56Z,Manager4,CC19
E7166,Approve PO,2024-09-02T09:06:57Z,Manager10,CC13
E7395,Approve PR,2024-09-02T09:06:57Z,Manager10,CC5
E328,Approve PR,2024-09-02T09:07:53Z,Manager3,CC17
E337,Approve PR,2024-09-02T09:07:53Z,Manager5,CC16
E480,Approve PO,2024-09-02T09:07:53Z,Manager4,CC16
E992,Approve PR,2024-09-02T09:07:53Z,Manager5,CC12
E1250,Approve PR,2024-09-02T09:07:53Z,Manager10,CC4
E1746,Approve PR,2024-09-02T09:07:54Z,Manager10,CC11
E2209,Approve PR,2024-09-02T09:07:54Z,Manager8,CC12
E2218,Approve PR,2024-09-02T09:07:54Z,Manager2,CC11
E2450,Create PO,2024-09-02T09:07:54Z,User3,CC2
E2503,Reject PR,2024-09-02T09:07:54Z,Manager6,CC11
E4603,Create PO,2024-09-02T09:07:55Z,User15,CC19
E5363,Create PO,2024-09-02T09:07:56Z,User49,CC15
E5461,Approve PR,2024-09-02T09:07:56Z,Manager4,CC15
E5496,Approve PO,2024-09-02T09:07:56Z,Manager1,CC17
E5634,Create PO,2024-09-02T09:07:56Z,User6,CC6
E7684,Approve PR,2024-09-02T09:07:57Z,Manager4,CC8
E7694,Create PO,2024-09-02T09:07:57Z,User15,CC4
E7811,Create PO (Batch),2024-09-02T09:07:57Z,User26,CC7
E29,Approve PR,2024-09-02T09:08:53Z,Manager6,CC20
E1149,Reject PR,2024-09-02T09:08:53Z,Manager5,CC17
E1151,Approve PR,2024-09-02T09:08:53Z,Manager9,CC8
E1323,Create PO,2024-09-02T09:08:53Z,User11,CC14
E1998,Approve PO,2024-09-02T09:08:54Z,Manager6,CC6
E2147,Create PO,2024-09-02T09:08:54Z,User30,CC4
E2290,Reject PR,2024-09-02T09:08:54Z,Manager6,CC9
E2375,Approve PR,2024-09-02T09:08:54Z,Manager1,CC11
E2485,Approve PR,2024-09-02T09:08:54Z,Manager8,CC16
E2947,Approve PR,2024-09-02T09:08:54Z,Manager6,CC15
E2967,Approve PR,2024-09-02T09:08:54Z,Manager2,CC18
E3077,Approve PR,2024-09-02T09:08:54Z,Manager8,CC17
E3141,Create PO,2024-09-02T09:08:54Z,User42,CC6
E3203,Approve PR,2024-09-02T09:08:54Z,Manager3,CC17
E3313,Approve PR,2024-09-02T09:08:54Z,Manager5,CC12
E3405,Approve PR,2024-09-02T09:08:55Z,Manager9,CC10
E3488,Approve PR,2024-09-02T09:08:55Z,Manager6,CC13
E3527,Create PO,2024-09-02T09:08:55Z,User8,CC14
E3702,Send PO to Supplier,2024-09-02T09:08:55Z,User47,CC15
E3916,Create PO,2024-09-02T09:08:55Z,User27,CC10
E4057,Create PO (Batch),2024-09-02T09:08:55Z,User23,CC12
E4315,Create PO (Batch),2024-09-02T09:08:55Z,User30,CC19
E4351,Create PO,2024-09-02T09:08:55Z,User43,CC19
E4620,Approve PR,2024-09-02T09:08:55Z,Manager4,CC14
E5151,Approve PR,2024-09-02T09:08:56Z,Manager8,CC6
E5444,Create PO (Batch),2024-09-02T09:08:56Z,User26,CC3
E5969,Approve PR,2024-09-02T09:08:56Z,Manager3,CC2
E6675,Approve PR,2024-09-02T09:08:56Z,Manager8,CC13
E7054,Approve PO,2024-09-02T09:08:57Z,Manager5,CC9
E7323,Approve PR,2024-09-02T09:08:57Z,Manager2,CC19
E7386,Approve PR,2024-09-02T09:08:57Z,Manager10,CC7
E7541,Approve PR,2024-09-02T09:08:57Z,Manager3,CC20
E8035,Approve PR,2024-09-02T09:08:57Z,Manager6,CC7
E129,Create PO (Batch),2024-09-02T09:09:53Z,User11,CC12
E301,Approve PR,2024-09-02T09:09:53Z,Manager9,CC8
E1113,Approve PR,2024-09-02T09:09:53Z,Manager3,CC13
E1179,Create PO,2024-09-02T09:09:53Z,User18,CC14
E1187,Approve PR,2024-09-02T09:09:53Z,Manager1,CC3
E1341,Create PO (Batch),2024-09-02T09:09:53Z,User6,CC8
E1376,Approve PR,2024-09-02T09:09:53Z,Manager5,CC15
E1650,Approve PR,2024-09-02T09:09:54Z,Manager10,CC14
E1814,Send PO to Supplier,2024-09-02T09:09:54Z,User23,CC18
E1886,Create PO,2024-09-02T09:09:54Z,User3,CC20
E1999,Send PO to Supplier,2024-09-02T09:09:54Z,User10,CC9
E2459,Create PO,2024-09-02T09:09:54Z,User46,CC6
E2875,Approve PR,2024-09-02T09:09:54Z,Manager10,CC12
E3158,Approve PR,2024-09-02T09:09:54Z,Manager10,CC2
E3176,Approve PR,2024-09-02T09:09:54Z,Manager4,CC3
E3625,Approve PR,2024-09-02T09:09:55Z,Manager1,CC3
E4441,Create PO (Batch),2024-09-02T09:09:55Z,User3,CC6
E4751,Create PO,2024-09-02T09:09:55Z,User39,CC11
E4866,Approve PR,2024-09-02T09:09:55Z,Manager10,CC14
E5099,Approve PO,2024-09-02T09:09:55Z,Manager9,CC10
E5252,Approve PR,2024-09-02T09:09:56Z,Manager8,CC7
E5328,Approve PO,2024-09-02T09:09:56Z,Manager9,CC15
E5398,Approve PR,2024-09-02T09:09:56Z,Manager2,CC16
E5772,Approve PR,2024-09-02T09:09:56Z,Manager6,CC20
E6024,Create PO,2024-09-02T09:09:56Z,User4,CC12
E6070,Approve PR,2024-09-02T09:09:56Z,Manager1,CC7
E6118,Create PO (Batch),2024-09-02T09:09:56Z,User12,CC15
E6381,Approve PR,2024-09-02T09:09:56Z,Manager9,CC20
E6408,Approve PR,2024-09-02T09:09:56Z,Manager2,CC19
E6454,Create PO (Batch),2024-09-02T09:09:56Z,User35,CC17
E6795,Create PO,2024-09-02T09:09:56Z,User2,CC14
E6906,Approve PR,2024-09-02T09:09:56Z,Manager7,CC8
E7025,Approve PR,2024-09-02T09:09:57Z,Manager1,CC12
E7079,Approve PR,2024-09-02T09:09:57Z,Manager2,CC3
E7523,Approve PR,2024-09-02T09:09:57Z,Manager10,CC18
E7676,Send PO to Supplier,2024-09-02T09:09:57Z,User33,CC12
E7713,Approve PO,2024-09-02T09:09:57Z,Manager5,CC6
E7747,Approve PR,2024-09-02T09:09:57Z,Manager3,CC5
E7856,Create PO (Batch),2024-09-02T09:09:57Z,User19,CC2
E7974,Approve PO,2024-09-02T09:09:57Z,Manager5,CC13
E8063,Create PO (Batch),2024-09-02T09:09:57Z,User5,CC18
E8092,Create PO,2024-09-02T09:09:57Z,User41,CC1
E8101,Create PO,2024-09-02T09:09:57Z,User47,CC17
E8230,Approve PR,2024-09-02T09:09:57Z,Manager8,CC19
E284,Create PO,2024-09-02T09:10:53Z,User32,CC8
E1067,Create PO (Batch),2024-09-02T09:10:53Z,User5,CC12
E1576,Approve PR,2024-09-02T09:10:54Z,Manager6,CC2
E1695,Reject PR,2024-09-02T09:10:54Z,Manager6,CC17
E1950,Approve PR,2024-09-02T09:10:54Z,Manager1,CC15
E2062,Create PO,2024-09-02T09:10:54Z,User32,CC11
E2282,Create PO,2024-09-02T09:10:54Z,User26,CC17
E2293,Create PO,2024-09-02T09:10:54Z,User14,CC3
E2588,Approve PR,2024-09-02T09:10:54Z,Manager5,CC17
E2939,Create PO,2024-09-02T09:10:54Z,User24,CC1
E3194,Approve PR,2024-09-02T09:10:54Z,Manager9,CC12
E3269,Create PO (Batch),2024-09-02T09:10:54Z,User19,CC9
E3423,Approve PR,2024-09-02T09:10:55Z,Manager8,CC18
E3434,Approve PO,2024-09-02T09:10:55Z,Manager6,CC7
E3800,Approve PO,2024-09-02T09:10:55Z,Manager7,CC11
E3843,Approve PR,2024-09-02T09:10:55Z,Manager1,CC14
E3888,Approve PR,2024-09-02T09:10:55Z,Manager4,CC15
E3897,Approve PR,2024-09-02T09:10:55Z,Manager8,CC15
E4083,Approve PR,2024-09-02T09:10:55Z,Manager9,CC7
E4092,Approve PR,2024-09-02T09:10:55Z,Manager4,CC20
E4521,Approve PR,2024-09-02T09:10:55Z,Manager3,CC19
E4679,Create PO (Batch),2024-09-02T09:10:55Z,User33,CC3
E5089,Create PO (Batch),2024-09-02T09:10:55Z,User26,CC8
E5218,Approve PO,2024-09-02T09:10:56Z,Manager5,CC4
E5297,Approve PR,2024-09-02T09:10:56Z,Manager8,CC12
E5364,Approve PO,2024-09-02T09:10:56Z,Manager1,CC19
E5875,Approve PR,2024-09-02T09:10:56Z,Manager8,CC8
E6162,Create PO,2024-09-02T09:10:56Z,User3,CC15
E7440,Approve PR,2024-09-02T09:10:57Z,Manager10,CC8
E8001,Approve PO,2024-09-02T09:10:57Z,Manager9,CC17
E267,Approve PO,2024-09-02T09:11:53Z,Manager8,CC17
E496,Approve PR,2024-09-02T09:11:53Z,Manager5,CC20
E975,Create PO,2024-09-02T09:11:53Z,User1,CC15
E1431,Create PO (Batch),2024-09-02T09:11:53Z,User1,CC4
E1850,Create PO (Batch),2024-09-02T09:11:54Z,User17,CC7
E1894,Approve PR,2024-09-02T09:11:54Z,Manager6,CC12
E2034,Approve PR,2024-09-02T09:11:54Z,Manager2,CC14
E2654,Create PO,2024-09-02T09:11:54Z,User36,CC1
E2857,Approve PR,2024-09-02T09:11:54Z,Manager6,CC13
E3005,Approve PR,2024-09-02T09:11:54Z,Manager2,CC7
E3167,Approve PR,2024-09-02T09:11:54Z,Manager9,CC17
E3286,Approve PR,2024-09-02T09:11:54Z,Manager3,CC15
E3350,Create PO (Batch),2024-09-02T09:11:54Z,User4,CC9
E3647,Approve PO,2024-09-02T09:11:55Z,Manager3,CC5
E3717,Approve PR,2024-09-02T09:11:55Z,Manager7,CC16
