event_id,object_id,qualifier
E5371,PR645,None
E5408,PR538,None
E5408,PR649,None
E5408,PO6692,None
E5701,PR687,None
E5701,PO2073,None
E6080,PR731,None
E6080,PR733,None
E6080,PO841,None
E6163,PO4088,None
E6677,PO6831,None
E7221,PR883,None
E7221,PR873,None
E7221,PO9477,None
E7459,PR119,None
E7459,PR541,None
E7459,PR288,None
E7459,PR628,None
E7459,PR63,None
E7459,PR901,None
E7459,PO4835,None
E7552,PO800,None
E7685,PR327,None
E7685,PR267,None
E7685,PR853,None
E7685,PR148,None
E7685,PR930,None
E7685,PO5049,None
E7847,PR948,None
E7847,PO3229,None
E8010,PO8340,None
E8249,PR942,None
E8249,PR995,None
E8249,PO6411,None
E11,PR2,None
E569,PR67,None
E569,PO1077,None
E624,PO1562,None
E767,PR700,None
E767,PR89,None
E767,PO874,None
E1406,PO1996,None
E1406,Supplier32,None
E1631,PR192,None
E1631,PO5660,None
E1679,PO180,None
E1832,PR535,None
E1832,PR269,None
E1832,PR219,None
E1832,PO587,None
E1896,PO4634,None
E2257,PO7137,None
E2257,Supplier6,None
E2366,PR287,None
E2396,PO4725,None
E2396,Supplier1,None
E2420,PR293,None
E2431,PO7733,None
E2638,PO5655,None
E2638,Supplier35,None
E2755,PO523,None
E2755,Supplier12,None
E2771,PR500,None
E2771,PR670,None
E2771,PR310,None
E2771,PR454,None
E2771,PR335,None
E2771,PO9274,None
E2867,PR261,None
E2867,PR348,None
E2867,PO2510,None
E2996,PR364,None
E3088,PO1838,None
E3260,PR368,None
E3260,PR802,None
E3260,PR424,None
E3260,PR252,None
E3260,PR394,None
E3260,PO8841,None
E3790,PR456,None
E3790,PO3431,None
E3845,PO1342,None
E3980,PR478,None
E4557,PR546,None
E4753,PO4798,None
E4753,Supplier2,None
E5071,PR817,None
E5071,PR610,None
E5071,PO8814,None
E5607,PR813,None
E5607,PR528,None
E5607,PR675,None
E5607,PO3091,None
E5729,PO2740,None
E5793,PR698,None
E5793,PO3059,None
E5903,PR711,None
E5903,PO9226,None
E6355,PR537,None
E6355,PR133,None
E6355,PR107,None
E6355,PR769,None
E6355,PO1149,None
E6935,PO1284,None
E7720,PR934,None
E489,PO2224,None
E1642,PR194,None
E1642,PO9079,None
E1933,PR924,None
E1933,PR634,None
E1933,PR46,None
E1933,PR483,None
E1933,PR231,None
E1933,PO6229,None
E2044,PR248,None
E2044,PO6825,None
E2055,PO2524,None
E2055,Supplier33,None
E2441,PR296,None
E2441,PO3818,None
E2516,PR306,None
E2619,PO2879,None
E2763,PO9154,None
E2877,PO4352,None
E2970,PO5219,None
E2970,Supplier2,None
E3042,PR369,None
E3042,PO574,None
E4141,PO8024,None
E4326,PO8059,None
E4326,Supplier46,None
E5446,PO9243,None
E5446,Supplier14,None
E5947,PR716,None
E6182,PO7521,None
E6182,Supplier33,None
E6253,PO6550,None
E6581,PO3519,None
E6613,PO3385,None
E6613,Supplier30,None
E7542,PR911,None
E7542,PO238,None
E7820,PR945,None
E7820,PO5042,None
E8074,PR974,None
E8074,PO2693,None
E8285,PR281,None
E8285,PR999,None
E8285,PO3968,None
E22,PO7304,None
E30,PR4,None
E30,PO9809,None
E93,PR233,None
E93,PR11,None
E93,PO8720,None
E422,PR50,None
E542,PR64,None
E542,PO3080,None
E551,PR65,None
E551,PO4643,None
E614,PR442,None
E614,PR515,None
E614,PR667,None
E614,PR876,None
E614,PR453,None
E614,PR72,None
E614,PO5795,None
E669,PO4465,None
E1242,PR148,None
E1242,PO3861,None
E1686,PR199,None
E3737,PO8028,None
E3925,PR471,None
E3925,PO9313,None
E4539,PR544,None
E4846,PR582,None
E5190,PR624,None
E5190,PO3357,None
E5522,PR704,None
E5522,PR548,None
E5522,PR652,None
E5522,PR664,None
E5522,PO1481,None
E5773,PR412,None
E5773,PR706,None
E5773,PR398,None
E5773,PR695,None
E5773,PO3106,None
E6143,PO1138,None
E6218,PO1124,None
E6218,Supplier16,None
E6346,PR768,None
E6346,PO2591,None
E6390,PR773,None
E7064,PO1663,None
E7064,Supplier5,None
E7296,PO9803,None
E7369,PR533,None
E7369,PR890,None
E7369,PR724,None
E7369,PR891,None
E7369,PO8428,None
E7714,PO1218,None
E7714,Supplier20,None
E94,PO8720,None
E221,PR26,None
E221,PO565,None
E406,PO9607,None
E559,PR66,None
E1068,PO6158,None
E1206,PR144,None
E1206,PO7674,None
E1412,PR167,None
E1972,PO4440,None
E2082,PR253,None
E2082,PO4740,None
E2165,PR347,None
E2165,PR605,None
E2165,PR846,None
E2165,PR263,None
E2165,PO4719,None
E2315,PO506,None
E2315,Supplier46,None
E3389,PO2973,None
E3442,PR415,None
E3442,PO3332,None
E4084,PR744,None
E4084,PR600,None
E4084,PR491,None
E4084,PO7639,None
E4271,PO7711,None
E4540,PR265,None
E4540,PR544,None
E4540,PO1610,None
E5127,PO7893,None
E5127,Supplier35,None
E5365,PO3709,None
E5365,Supplier47,None
E5663,PR682,None
E5663,PO2423,None
E5840,PR742,None
E5840,PR535,None
E5840,PR45,None
E5840,PR704,None
E5840,PO109,None
E6190,PO9594,None
E6320,PO8,None
E6391,PR532,None
E6391,PR717,None
E6391,PR553,None
E6391,PR773,None
E6391,PO5792,None
E6499,PR785,None
E6499,PO6527,None
E6657,PO3601,None
E6880,PR832,None
E6880,PO5307,None
E6952,PR840,None
E6952,PO662,None
E7156,PR865,None
E7156,PO586,None
E7230,PR562,None
E7230,PR408,None
E7230,PR789,None
E7230,PR874,None
E7230,PO9138,None
E7478,PO4177,None
E7486,PR925,None
E7486,PR171,None
E7486,PR900,None
E7486,PR487,None
E7486,PR904,None
E7486,PO9948,None
E7739,PR46,None
E7739,PR796,None
E7739,PR262,None
E7739,PR936,None
E7739,PO6683,None
E7983,PO5166,None
E58,PO7204,None
E976,PO9814,None
E1235,PO1909,None
E1235,Supplier36,None
E1251,PR223,None
E1251,PR154,None
E1251,PR149,None
E1251,PO5267,None
E1478,PR175,None
E1478,PO1070,None
E1515,PO397,None
E1821,PR126,None
E1821,PR947,None
E1821,PR217,None
E1821,PO8544,None
E2432,PO7733,None
E2432,Supplier41,None
E2929,PR355,None
E3142,PO1926,None
E3380,PO6340,None
E3572,PR431,None
E3572,PO9311,None
E3781,PR946,None
E3781,PR701,None
E3781,PR883,None
E3781,PR551,None
E3781,PR455,None
E3781,PO8441,None
E3880,PR466,None
E3880,PO3430,None
E4708,PO941,None
E4708,Supplier33,None
E5419,PO6,None
E5419,Supplier3,None
E5586,PR672,None
E5626,PO2463,None
E6110,PO9179,None
E6300,PO7566,None
E6364,PR829,None
E6364,PR28,None
E6364,PR20,None
E6364,PR422,None
E6364,PR770,None
E6364,PO3316,None
E6445,PR779,None
E6445,PO1261,None
E6723,PO353,None
E6723,Supplier34,None
E6944,PO8885,None
E7026,PR722,None
E7026,PR49,None
E7026,PR934,None
E7026,PR115,None
E7026,PR859,None
E7026,PR849,None
E7026,PO4410,None
E7055,PO2178,None
E7055,Supplier11,None
E7883,PR446,None
E7883,PR270,None
E7883,PR952,None
E7883,PO5934,None
E8165,PR985,None
E231,PO9326,None
E1497,PO6910,None
E1651,PR71,None
E1651,PR195,None
E1651,PO2170,None
E2091,PR523,None
E2091,PR904,None
E2091,PR841,None
E2091,PR513,None
E2091,PR65,None
E2091,PR254,None
E2091,PO4869,None
E3315,PO4590,None
E3443,PO3332,None
E4040,PO502,None
E4263,PO8600,None
E4263,Supplier37,None
E4914,PR591,None
E4914,PO2465,None
E5063,PO9408,None
E5437,PO1799,None
E5437,Supplier44,None
E5876,PR524,None
E5876,PR644,None
E5876,PR157,None
E5876,PR708,None
E5876,PO764,None
E5920,PR713,None
E6072,PO9606,None
E6111,PO9179,None
E6111,Supplier47,None
E6308,PR26,None
E6308,PR31,None
E6308,PR777,None
E6308,PR763,None
E6308,PO5994,None
E6519,PO9305,None
E6519,Supplier41,None
E6898,PR834,None
E6898,PO1805,None
E7639,PO6503,None
E7658,PO9139,None
E7658,Supplier15,None
E7928,PR857,None
E7928,PR350,None
E7928,PR538,None
E7928,PR281,None
E7928,PR957,None
E7928,PO5529,None
E7955,PR960,None
E7955,PO541,None
E8118,PR979,None
E8268,PO447,None
E40,PO9981,None
E347,PR40,None
E347,PO7249,None
E1622,PR191,None
E1622,PO9559,None
E2228,PR270,None
E2228,PO7879,None
E2470,PO4715,None
E2470,Supplier1,None
E2645,PR227,None
E2645,PR41,None
E2645,PR24,None
E2645,PR847,None
E2645,PR374,None
E2645,PR321,None
E2645,PO131,None
E2986,PR573,None
E2986,PR140,None
E2986,PR458,None
E2986,PR995,None
E2986,PR719,None
E2986,PR362,None
E2986,PO7443,None
E3025,PO8930,None
E3179,PO2712,None
E3179,Supplier40,None
E3435,PO6032,None
E3435,Supplier38,None
E4047,PR487,None
E4067,PO6111,None
E4085,PO7639,None
E4452,PO4821,None
E4452,Supplier24,None
E4566,PR547,None
E4877,PR587,None
E4962,PO4955,None
E4989,PO6174,None
E5869,PO253,None
E5869,Supplier25,None
E6144,PO1138,None
E6144,Supplier34,None
E6456,PO6485,None
E6456,Supplier47,None
E6465,PO7649,None
E6465,Supplier41,None
E6582,PO3519,None
E6582,Supplier34,None
E7036,PO1173,None
E7231,PO9138,None
E8103,PO2090,None
E8103,Supplier16,None
E887,PR104,None
E1887,PO4702,None
E1952,PO5671,None
E2275,PO2566,None
E2275,Supplier20,None
E2377,PO1817,None
E2477,PR300,None
E2477,PO3833,None
E2517,PR306,None
E2517,PO1193,None
E2850,PO8958,None
E3195,PR386,None
E3195,PO7055,None
E4023,PO2161,None
E4023,Supplier42,None
E4095,PO2675,None
E4095,Supplier44,None
E4604,PO8982,None
E4662,PO5308,None
E4698,PO6667,None
E4933,PO799,None
E5100,PO6272,None
E5100,Supplier14,None
E5253,PR631,None
E5253,PO3340,None
E5310,PO2057,None
E5978,PR721,None
E6356,PO1149,None
E6813,PR823,None
E6813,PO8447,None
E7211,PR872,None
E7249,PO6208,None
E8028,PO2599,None
E120,PR645,None
E120,PR104,None
E120,PR296,None
E120,PR14,None
E120,PO1660,None
E150,PO5353,None
E340,PO8759,None
E340,Supplier17,None
E1440,PR357,None
E1440,PR832,None
E1440,PR871,None
E1440,PR170,None
E1440,PO9902,None
E1504,PR178,None
E1822,PO8544,None
E2109,PR256,None
E2109,PO8498,None
E2411,PR292,None
E2726,PR167,None
E2726,PR901,None
E2726,PR330,None
E2726,PO4858,None
E2903,PR352,None
E2903,PO6434,None
E2977,PR361,None
E2977,PO6670,None
E3205,PO4307,None
E3684,PO3757,None
E3684,Supplier29,None
E3745,PR451,None
E3745,PO5173,None
E3981,PR478,None
E3981,PO6620,None
E4150,PO273,None
E4167,PR501,None
E4167,PO9591,None
E4388,PO3808,None
E4663,PO5308,None
E4663,Supplier2,None
E4923,PR917,None
E4923,PR920,None
E4923,PR592,None
E4923,PO132,None
E4952,PO7062,None
E4952,Supplier26,None
E5271,PR633,None
E5271,PO3581,None
E5531,PR309,None
E5531,PR32,None
E5531,PR665,None
E5531,PO2322,None
E5627,PO2463,None
E5627,Supplier36,None
E5806,PO8288,None
E5806,Supplier19,None
E5929,PR714,None
E6272,PR759,None
E6272,PO8606,None
E6535,PR684,None
E6535,PR657,None
E6535,PR778,None
E6535,PR928,None
E6535,PR789,None
E6535,PO1435,None
E6591,PR796,None
E6591,PO9296,None
E6796,PO2790,None
E6843,PO996,None
E8019,PO7665,None
E196,PO143,None
E196,Supplier43,None
E257,PR30,None
E257,PO3704,None
E285,PO8937,None
E388,PO7916,None
E452,PO5040,None
E452,Supplier1,None
E524,PR62,None
E524,PO9880,None
E625,PO1562,None
E625,Supplier13,None
E650,PR281,None
E650,PR76,None
E650,PO566,None
E696,PO3297,None
E1953,PO5671,None
E1953,Supplier10,None
E1985,PO6500,None
E3123,PR378,None
E3123,PO6393,None
E4361,PO7904,None
E4468,PR584,None
E4468,PR904,None
E4468,PR334,None
E4468,PR536,None
E4468,PO1028,None
E4531,PR543,None
E4531,PO9390,None
E4642,PO9902,None
E4669,PR560,None
E4724,PR41,None
E4724,PR570,None
E4724,PR829,None
E4724,PR695,None
E4724,PR566,None
E4724,PO9499,None
E5144,PO2684,None
E5280,PR634,None
E5280,PO4624,None
E5513,PR414,None
E5513,PR365,None
E5513,PR663,None
E5513,PO4493,None
E5549,PR981,None
E5549,PR468,None
E5549,PR766,None
E5549,PR667,None
E5549,PO4633,None
E5720,PO7428,None
E5904,PO9226,None
E6137,PR741,None
E6154,PO4300,None
E6372,PR771,None
E6774,PR818,None
E6970,PR938,None
E6970,PR143,None
E6970,PR333,None
E6970,PR155,None
E6970,PR842,None
E6970,PO937,None
E7948,PO2251,None
E7948,Supplier34,None
E7956,PO541,None
E7964,PR961,None
E7964,PO4189,None
E8203,PO1853,None
E249,PO1521,None
E313,PO6416,None
E313,Supplier17,None
E442,PO162,None
E1188,PR11,None
E1188,PR680,None
E1188,PR392,None
E1188,PR860,None
E1188,PR781,None
E1188,PR142,None
E1188,PO7610,None
E1260,PR150,None
E1260,PO8010,None
E1350,PR979,None
E1350,PR160,None
E1350,PO3627,None
E1612,PR190,None
E1722,PO562,None
E1722,Supplier38,None
E2063,PO3226,None
E3098,PO8064,None
E3098,Supplier23,None
E4792,PO8489,None
E5579,PO7622,None
E6704,PO5927,None
E7232,PO9138,None
E7232,Supplier49,None
E7286,PR547,None
E7286,PR508,None
E7286,PR881,None
E7286,PO4501,None
E7360,PR890,None
E7360,PO6998,None
E7422,PR897,None
E7731,PO6193,None
E570,PO1077,None
E687,PO3101,None
E786,PO5283,None
E1451,PO7050,None
E1451,Supplier33,None
E2700,PO1192,None
E3718,PR448,None
E3718,PO3010,None
E3863,PO1391,None
E4194,PR504,None
E4194,PO2086,None
E4370,PO3873,None
E4577,PO7667,None
E5372,PR645,None
E5372,PO4204,None
E5514,PO4493,None
E5971,PO5308,None
E6090,PO8834,None
E6474,PO9250,None
E6474,Supplier10,None
E6678,PO6831,None
E6678,Supplier27,None
E7007,PO4581,None
E7097,PR857,None
E7177,PO1978,None
E8215,PO8296,None
E8215,Supplier42,None
E95,PO8720,None
E95,Supplier5,None
E302,PR35,None
E302,PO3211,None
E543,PO3080,None
E1360,PO7161,None
E1377,PR163,None
E1377,PO2969,None
E1458,PR777,None
E1458,PR172,None
E1458,PO3661,None
E1469,PR174,None
E1469,PO8887,None
E1479,PO1070,None
E2562,PR311,None
E2562,PO633,None
E2690,PR548,None
E2690,PR326,None
E2690,PO3680,None
E3397,PR79,None
E3397,PR388,None
E3397,PR410,None
E3397,PO213,None
E3710,PO3285,None
E3773,PO2297,None
E3908,PO590,None
E4151,PO273,None
E4151,Supplier3,None
E4343,PO5254,None
E4479,PO1116,None
E4479,Supplier10,None
E5336,PR641,None
E5336,PO4573,None
E5505,PO9488,None
E6033,PR81,None
E6033,PR432,None
E6033,PR198,None
E6033,PR405,None
E6033,PR727,None
E6033,PO2511,None
E6289,PR761,None
E6527,PO5523,None
E7089,PR856,None
E7089,PO4436,None
E7573,PO8426,None
E7573,Supplier38,None
E7758,PO5896,None
E49,PO9506,None
E67,PO6714,None
E101,PR12,None
E159,PO1800,None
E498,PO215,None
E1040,PR124,None
E1040,PO8873,None
E1199,PO4347,None
E1199,Supplier37,None
E1422,PR168,None
E1422,PO6020,None
E1516,PO397,None
E1516,Supplier41,None
E1523,PR779,None
E1523,PR621,None
E1523,PR494,None
E1523,PR196,None
E1523,PR603,None
E1523,PR180,None
E1523,PO422,None
E1776,PO3466,None
E1776,Supplier13,None
E2331,PR912,None
E2331,PR283,None
E2331,PO183,None
E2590,PO9904,None
E2812,PR342,None
E2887,PO3747,None
E2887,Supplier37,None
E3390,PO2973,None
E3390,Supplier13,None
E3470,PO1990,None
E3553,PR429,None
E3943,PR489,None
E3943,PR983,None
E3943,PR599,None
E3943,PR997,None
E3943,PR407,None
E3943,PR473,None
E3943,PO4450,None
E4031,PO4869,None
E4289,PO5050,None
E5053,PR608,None
E5053,PO14,None
E5263,PO1597,None
E5272,PO3581,None
E5765,PO1128,None
E5940,PO3223,None
E6015,PR725,None
E6015,PO2764,None
E6321,PO8,None
E6321,Supplier40,None
E6446,PO1261,None
E6705,PO5927,None
E6705,Supplier25,None
E6825,PO3564,None
E6918,PO9291,None
E6918,Supplier49,None
E6998,PO6577,None
E7270,PO8632,None
E7270,Supplier38,None
E7450,PR65,None
E7450,PR776,None
E7450,PR757,None
E7450,PR900,None
E7450,PO7148,None
E7468,PR693,None
E7468,PR604,None
E7468,PR644,None
E7468,PR790,None
E7468,PR526,None
E7468,PR902,None
E7468,PO7511,None
E7766,PR854,None
E7766,PR63,None
E7766,PR370,None
E7766,PR939,None
E7766,PO3789,None
E113,PO8662,None
E113,Supplier49,None
E605,PR749,None
E605,PR51,None
E605,PR71,None
E605,PO5936,None
E688,PO3101,None
E688,Supplier22,None
E833,PO6355,None
E1243,PO3861,None
E1314,PR910,None
E1314,PR533,None
E1314,PR310,None
E1314,PR156,None
E1314,PO6815,None
E1652,PO2170,None
E1803,PO7961,None
E1803,Supplier12,None
E2036,PO5723,None
E3323,PR629,None
E3323,PR672,None
E3323,PR225,None
E3323,PR272,None
E3323,PR926,None
E3323,PR401,None
E3323,PO8963,None
E3500,PR423,None
E3500,PO5732,None
E4378,PR488,None
E4378,PR795,None
E4378,PR526,None
E4378,PO6329,None
E4523,PO6246,None
E4838,PR131,None
E4838,PR227,None
E4838,PR155,None
E4838,PR7,None
E4838,PR581,None
E4838,PO5670,None
E4969,PR598,None
E5245,PO2861,None
E5281,PO4624,None
E5774,PO3106,None
E6243,PR755,None
E6243,PO1877,None
E7149,PO5448,None
E7149,Supplier23,None
E7157,PO586,None
E7204,PO4772,None
E7665,PR115,None
E7665,PR927,None
E7665,PO6203,None
E7748,PR937,None
E7748,PO6960,None
E7921,PO5167,None
E7921,Supplier33,None
E8128,PR980,None
E8128,PO9729,None
E1094,PR130,None
E1094,PO8618,None
E2131,PO2816,None
E2131,Supplier38,None
E2284,PO3122,None
E2284,Supplier33,None
E2627,PR911,None
E2627,PR183,None
E2627,PR861,None
E2627,PR121,None
E2627,PR319,None
E2627,PO2523,None
E2737,PO4777,None
E2737,Supplier31,None
E3279,PO6518,None
E3296,PR398,None
E3296,PO3249,None
E3416,PO3924,None
E3599,PR434,None
E3599,PO4980,None
E3675,PO9025,None
E3675,Supplier10,None
E3808,PR880,None
E3808,PR88,None
E3808,PR66,None
E3808,PR33,None
E3808,PR458,None
E3808,PO4561,None
E4867,PR393,None
E4867,PR585,None
E4867,PO6168,None
E5219,PO6204,None
E5219,Supplier22,None
E5550,PO4633,None
E5747,PO6032,None
E5831,PR861,None
E5831,PR190,None
E5831,PR703,None
E5831,PO5541,None
E6428,PO334,None
E6666,PO5396,None
E6673,PR806,None
E6778,PO6857,None
E7335,PO9584,None
E7335,Supplier23,None
E7387,PR893,None
E7387,PO6378,None
E7543,PO238,None
E293,PR34,None
E293,PO6312,None
E812,PR933,None
E812,PR782,None
E812,PR94,None
E812,PO5360,None
E853,PO2317,None
E1224,PR146,None
E1224,PO3708,None
E1343,PO89,None
E1343,Supplier45,None
E1524,PO422,None
E1765,PR357,None
E1765,PR382,None
E1765,PR99,None
E1765,PR287,None
E1765,PR966,None
E1765,PR210,None
E1765,PO1432,None
E2553,PR310,None
E2553,PO5209,None
E2663,PR967,None
E2663,PR843,None
E2663,PR68,None
E2663,PR525,None
E2663,PR982,None
E2663,PR323,None
E2663,PO1368,None
E3160,PO1917,None
E3231,PR152,None
E3231,PR619,None
E3231,PR13,None
E3231,PR638,None
E3231,PR649,None
E3231,PR390,None
E3231,PO407,None
E3590,PR952,None
E3590,PR370,None
E3590,PR458,None
E3590,PR64,None
E3590,PR395,None
E3590,PR433,None
E3590,PO6975,None
E3618,PO9808,None
E3791,PO3431,None
E3801,PO1757,None
E3801,Supplier20,None
E4670,PR560,None
E4670,PO3059,None
E5463,PO5278,None
E5683,PR685,None
E5683,PO1580,None
E6130,PO279,None
E6826,PO3564,None
E6826,Supplier22,None
E7306,PR884,None
E7306,PO1748,None
E7396,PR894,None
E7396,PO482,None
E7609,PR372,None
E7609,PR928,None
E7609,PR920,None
E7609,PO6412,None
E7794,PO2155,None
E7984,PO5166,None
E7984,Supplier12,None
E205,PO310,None
E205,Supplier3,None
E1361,PO7161,None
E1361,Supplier5,None
E1432,PO9592,None
E2824,PO5810,None
E2824,Supplier26,None
E2997,PR444,None
E2997,PR841,None
E2997,PR657,None
E2997,PR364,None
E2997,PO1261,None
E3161,PO1917,None
E3161,Supplier16,None
E3261,PO8841,None
E3933,PR472,None
E6309,PO5994,None
E6436,PR941,None
E6436,PR778,None
E6436,PO8271,None
E6629,PR512,None
E6629,PR363,None
E6629,PR228,None
E6629,PR1,None
E6629,PR801,None
E6629,PO4730,None
E7352,PO730,None
E7580,PR916,None
E7580,PO1115,None
E258,PO3704,None
E379,PO3043,None
E389,PO7916,None
E389,Supplier46,None
E898,PO3844,None
E937,PR111,None
E937,PO1666,None
E1085,PR558,None
E1085,PR629,None
E1085,PR129,None
E1085,PO6307,None
E1587,PO5932,None
E2006,PR465,None
E2006,PR22,None
E2006,PR368,None
E2006,PR243,None
E2006,PO3034,None
E2074,PO8157,None
E2229,PO7879,None
E3242,PO8850,None
E3242,Supplier28,None
E3608,PR435,None
E3608,PO427,None
E3626,PR437,None
E3626,PO6933,None
E3746,PO5173,None
E4352,PO5757,None
E4981,PO9796,None
E4981,Supplier29,None
E5684,PO1580,None
E6120,PO6090,None
E6120,Supplier34,None
E6357,PO1149,None
E6357,Supplier11,None
E6400,PR908,None
E6400,PR766,None
E6400,PR260,None
E6400,PR696,None
E6400,PR153,None
E6400,PR774,None
E6400,PO4044,None
E6881,PO5307,None
E7125,PR740,None
E7125,PR701,None
E7125,PR924,None
E7125,PR476,None
E7125,PR860,None
E7125,PO7165,None
E7479,PO4177,None
E7479,Supplier22,None
E41,PO9981,None
E41,Supplier6,None
E490,PO2224,None
E490,Supplier1,None
E768,PO874,None
E1671,PO1357,None
E1671,Supplier10,None
E2304,PR562,None
E2304,PR85,None
E2304,PR280,None
E2304,PO1137,None
E2478,PO3833,None
E2646,PO131,None
E2859,PO3983,None
E2923,PO2002,None
E2923,Supplier36,None
E2941,PO7791,None
E2941,Supplier2,None
E2949,PO7853,None
E3133,PO6888,None
E3479,PO6654,None
E3490,PO3590,None
E3826,PR460,None
E3826,PO9030,None
E3889,PR467,None
E3889,PO8134,None
E4177,PO8673,None
E4371,PO3873,None
E4371,Supplier26,None
E4442,PO829,None
E4550,PO7072,None
E4811,PO9839,None
E4811,Supplier39,None
E5329,PO19,None
E5329,Supplier3,None
E5766,PO1128,None
E5766,Supplier10,None
E6043,PO6571,None
E6225,PR85,None
E6225,PR28,None
E6225,PR824,None
E6225,PR295,None
E6225,PR268,None
E6225,PR753,None
E6225,PO820,None
E6273,PO8606,None
E6731,PO5318,None
E7705,PO1110,None
E7705,Supplier41,None
E7965,PO4189,None
E861,PR101,None
E861,PO7539,None
E1133,PO9389,None
E1141,PR229,None
E1141,PR136,None
E1141,PO7965,None
E1332,PR443,None
E1332,PR708,None
E1332,PR619,None
E1332,PR413,None
E1332,PR158,None
E1332,PO9488,None
E1525,PO422,None
E1525,Supplier26,None
E1747,PR208,None
E1747,PO7660,None
E2037,PO5723,None
E2037,Supplier33,None
E2452,PO5942,None
E2452,Supplier23,None
E2764,PO9154,None
E2764,Supplier49,None
E3855,PO4220,None
E3855,Supplier49,None
E4059,PO1573,None
E4059,Supplier16,None
E4103,PO8075,None
E4159,PO4355,None
E4224,PO4594,None
E4396,PR528,None
E4396,PO3302,None
E4578,PO7667,None
E4578,Supplier29,None
E4586,PO7856,None
E4688,PR562,None
E4688,PO6439,None
E5580,PO7622,None
E5580,Supplier17,None
E5685,PO1580,None
E5685,Supplier19,None
E5721,PO7428,None
E5721,Supplier20,None
E6384,PO3373,None
E6384,Supplier27,None
E286,PO8937,None
E286,Supplier34,None
E414,PR859,None
E414,PR911,None
E414,PR637,None
E414,PR108,None
E414,PR49,None
E414,PO1139,None
E443,PO162,None
E443,Supplier38,None
E1279,PO723,None
E1480,PO1070,None
E1480,Supplier49,None
E1498,PO6910,None
E1498,Supplier13,None
E1785,PO8344,None
E1785,Supplier42,None
E1869,PO8254,None
E2027,PO4504,None
E2210,PR268,None
E2210,PO3689,None
E2219,PR269,None
E2219,PO5800,None
E3143,PO1926,None
E3143,Supplier1,None
E3728,PO8542,None
E4634,PO9553,None
E4634,Supplier44,None
E5044,PR883,None
E5044,PR607,None
E5044,PO5830,None
E5392,PO1713,None
E5392,Supplier50,None
E6908,PO1890,None
E7072,PO4264,None
E7108,PO2703,None
E7434,PO2814,None
E7434,Supplier41,None
E7619,PO3624,None
E7696,PO2531,None
E7696,Supplier25,None
E142,PO2357,None
E142,Supplier31,None
E239,PR28,None
E239,PO7766,None
E369,PR381,None
E369,PR809,None
E369,PR44,None
E369,PO8639,None
E1031,PR944,None
E1031,PR552,None
E1031,PR407,None
E1031,PR123,None
E1031,PO9984,None
E1069,PO6158,None
E1069,Supplier4,None
E1766,PO1432,None
E2007,PO3034,None
E2461,PO425,None
E2461,Supplier7,None
E2496,PO4697,None
E2674,PO3735,None
E2674,Supplier20,None
E2860,PO3983,None
E2860,Supplier43,None
E3332,PR596,None
E3332,PR379,None
E3332,PR358,None
E3332,PR366,None
E3332,PR402,None
E3332,PO2660,None
E3520,PO2399,None
E3520,Supplier28,None
E3637,PO938,None
E3637,Supplier14,None
E3655,PR82,None
E3655,PR620,None
E3655,PR480,None
E3655,PR441,None
E3655,PO3124,None
E3898,PR468,None
E3898,PO2019,None
E4252,PR512,None
E4252,PO8222,None
E4605,PO8982,None
E4605,Supplier41,None
E4990,PO6174,None
E4990,Supplier49,None
E4998,PO7716,None
E5054,PO14,None
E5672,PR719,None
E5672,PR244,None
E5672,PR683,None
E5672,PO3020,None
E5885,PR709,None
E5885,PO6663,None
E6007,PO6286,None
E6026,PO3639,None
E6026,Supplier7,None
E7081,PO3450,None
E7388,PO6378,None
E7515,PR489,None
E7515,PR557,None
E7515,PR920,None
E7515,PR908,None
E7515,PO3543,None
E7590,PO2524,None
E250,PO1521,None
E250,Supplier37,None
E469,PO2896,None
E641,PR75,None
E641,PO1689,None
E968,PO1591,None
E968,Supplier15,None
E1280,PO723,None
E1280,Supplier27,None
E1577,PR240,None
E1577,PR499,None
E1577,PR904,None
E1577,PR592,None
E1577,PR104,None
E1577,PR186,None
E1577,PO5032,None
E2193,PO7680,None
E2831,PR344,None
E2831,PO4520,None
E3008,PO9504,None
E3008,Supplier46,None
E3288,PO9585,None
E3407,PO5743,None
E3918,PO3030,None
E3918,Supplier23,None
E3964,PO8753,None
E4203,PR505,None
E4203,PO2961,None
E5116,PR184,None
E5116,PR28,None
E5116,PR374,None
E5116,PR615,None
E5116,PO3322,None
E5693,PO3465,None
E6101,PO1045,None
E6236,PO6882,None
E6236,Supplier22,None
E6254,PO6550,None
E6254,Supplier1,None
E6713,PO1318,None
E7938,PO7179,None
E75,PR9,None
E75,PO1984,None
E151,PO5353,None
E151,Supplier24,None
E169,PO5791,None
E169,Supplier46,None
E1115,PO9811,None
E1325,PO7078,None
E1325,Supplier1,None
E2487,PO6223,None
E3033,PR368,None
E3033,PO8200,None
E3069,PR372,None
E3069,PO1395,None
E3271,PO7907,None
E3271,Supplier4,None
E3424,PR729,None
E3424,PR219,None
E3424,PR665,None
E3424,PR874,None
E3424,PR510,None
E3424,PR413,None
E3424,PO3024,None
E3627,PO6933,None
E3729,PO8542,None
E3729,Supplier44,None
E3881,PO3430,None
E4532,PO9390,None
E4715,PR565,None
E4715,PO8543,None
E5201,PO4646,None
E5201,Supplier25,None
E5227,PO7027,None
