case_id,po_id,pr_count,pr_ids,supplier_count,supplier_ids,goods_receipt_count,goods_receipt_ids,invoice_count,invoice_ids,payment_count,payment_ids,start_time,end_time,total_processing_time_hours,pr_to_po_hours,po_approval_hours,approval_to_supplier_hours,supplier_to_goods_hours,goods_to_invoice_hours,invoice_to_match_hours,match_to_payment_hours,rejection_count,match_result
PO5287,PO5287,4,PR117;PR271;PR481;PR899,1,Supplier16,1,GRN6228,1,Invoice9226,2,Payment3126;Payment8231,2024-09-02 08:23:57+00:00,2024-09-08 12:18:54+00:00,147.916,1.332,0.733,0.067,120.0,24.0,0.95,0.834,1,Successful
PO6894,PO6894,5,PR118;PR27;PR709;PR714;PR859,1,Supplier34,1,GRN4175,1,Invoice3492,1,Payment8264,2024-09-02 08:12:53+00:00,2024-09-14 10:42:53+00:00,290.5,1.033,0.5,0.75,24.0,24.0,0.217,240.0,0,Successful
PO7654,PO7654,6,PR119;PR207;PR494;PR753;PR778;PR934,1,Supplier50,1,GRN4379,1,Invoice4160,1,Payment2883,2024-09-02 08:08:54+00:00,2024-09-13 11:40:53+00:00,267.533,1.466,0.6,0.633,96.0,72.0,0.833,96.0,0,Successful
PO4523,PO4523,3,PR120;PR132;PR490,1,Supplier31,1,GRN1648,1,Invoice2102,1,Payment8880,2024-09-02 08:30:55+00:00,2024-09-13 12:05:53+00:00,267.583,1.833,0.817,0.567,120.0,24.0,0.367,120.0,1,Successful
PO2362,PO2362,1,PR121,1,Supplier24,1,GRN8433,1,Invoice3891,1,Payment2945,2024-09-02 08:24:53+00:00,2024-09-11 10:02:53+00:00,217.633,0.4,0.083,0.583,120.0,48.0,0.567,48.0,0,Successful
PO9984,PO9984,4,PR123;PR407;PR552;PR944,1,Supplier26,1,GRN288,1,Invoice1307,1,Payment5065,2024-09-02 08:18:57+00:00,2024-09-13 11:42:53+00:00,267.399,1.832,0.683,0.533,96.0,72.0,0.35,96.0,1,Successful
PO8873,PO8873,1,PR124,1,Supplier46,1,GRN1701,1,Invoice3975,1,Payment8250,2024-09-02 08:32:53+00:00,2024-09-13 11:30:53+00:00,266.967,1.45,0.5,0.933,72.0,48.0,0.083,144.0,0,Successful
PO4803,PO4803,3,PR125;PR439;PR926,1,Supplier35,1,GRN2542,1,Invoice8418,1,Payment8709,2024-09-02 08:10:55+00:00,2024-09-11 11:07:53+00:00,218.949,1.216,0.883,0.2,96.0,48.0,0.65,72.0,1,Successful
PO9493,PO9493,6,PR126;PR241;PR437;PR579;PR708;PR709,1,Supplier27,1,GRN2162,1,Invoice4903,1,Payment1691,2024-09-02 08:05:53+00:00,2024-09-10 09:59:53+00:00,193.9,0.633,0.167,0.367,48.0,48.0,0.733,96.0,1,Successful
PO6158,PO6158,3,PR127;PR200;PR997,1,Supplier4,1,GRN6000,1,Invoice868,1,Payment5161,2024-09-02 08:13:53+00:00,2024-09-14 10:13:53+00:00,290.0,0.95,0.65,0.317,120.0,48.0,0.083,120.0,1,Successful
PO8024,PO8024,3,PR128;PR498;PR787,2,Supplier37;Supplier47,2,GRN1682;GRN2173,2,Invoice4011;Invoice7856,3,Payment4493;Payment6159;Payment6982,2024-09-02 08:36:53+00:00,2024-09-07 10:22:53+00:00,121.767,0.884,0.183,0.083,48.0,24.0,0.617,48.0,0,Successful
PO6307,PO6307,3,PR129;PR558;PR629,1,Supplier1,1,GRN7837,1,Invoice5545,1,Payment4494,2024-09-02 08:26:55+00:00,2024-09-15 11:12:53+00:00,314.766,1.633,0.667,0.117,96.0,24.0,0.35,192.0,0,Successful
PO8618,PO8618,1,PR130,1,Supplier36,1,GRN2314,1,Invoice2808,1,Payment3797,2024-09-02 08:52:53+00:00,2024-09-09 11:34:53+00:00,170.7,1.15,0.533,0.567,72.0,48.0,0.45,48.0,0,Successful
PO3112,PO3112,1,PR131,1,Supplier4,1,GRN5359,1,Invoice3972,1,Payment6334,2024-09-02 08:41:53+00:00,2024-09-09 11:20:53+00:00,170.65,0.183,0.883,0.95,72.0,72.0,0.633,24.0,0,Successful
PO9811,PO9811,12,PR105;PR133;PR178;PR182;PR193;PR313;PR577;PR696;PR793;PR795;PR908;PR972,2,Supplier14;Supplier34,2,GRN6145;GRN6711,2,Invoice4504;Invoice6303,2,Payment1555;Payment6857,2024-09-02 08:06:54+00:00,2024-09-10 09:09:54+00:00,193.05,0.817,0.017,0.067,49.883,72.0,0.933,69.334,2,Successful
PO2676,PO2676,2,PR134;PR754,1,Supplier35,1,GRN9353,1,Invoice3662,1,Payment5561,2024-09-02 08:10:56+00:00,2024-09-16 11:34:53+00:00,339.399,1.416,0.8,0.383,24.0,72.0,0.8,240.0,0,Successful
PO9389,PO9389,4,PR135;PR30;PR669;PR693,1,Supplier22,1,GRN2000,1,Invoice3647,1,Payment8404,2024-09-02 08:13:53+00:00,2024-09-09 11:24:53+00:00,171.183,1.0,0.883,0.917,96.0,24.0,0.383,48.0,0,Mismatch
PO7965,PO7965,3,PR136;PR229;PR969,2,Supplier49;Supplier50,2,GRN2097;GRN3404,2,Invoice2114;Invoice6983,2,Payment2426;Payment5023,2024-09-02 08:18:57+00:00,2024-09-08 12:27:53+00:00,148.149,1.1,0.167,0.1,48.0,48.0,0.917,49.866,1,Successful
PO5147,PO5147,5,PR138;PR196;PR743;PR89;PR895,1,Supplier41,1,GRN6239,1,Invoice2540,1,Payment3455,2024-09-02 08:14:56+00:00,2024-09-14 11:15:53+00:00,291.016,1.433,0.583,0.667,72.0,72.0,0.333,144.0,0,Successful
PO2193,PO2193,2,PR139;PR850,1,Supplier4,1,GRN8231,1,Invoice3468,1,Payment3856,2024-09-02 08:22:53+00:00,2024-09-11 10:32:53+00:00,218.167,0.917,0.3,0.867,72.0,48.0,0.083,96.0,0,Successful
PO1547,PO1547,3,PR140;PR650;PR950,1,Supplier29,1,GRN7347,1,Invoice8652,1,Payment8362,2024-09-02 08:11:56+00:00,2024-09-07 11:20:53+00:00,123.149,1.499,0.667,0.15,48.0,48.0,0.833,24.0,0,Successful
PO5145,PO5145,1,PR141,1,Supplier37,1,GRN8049,1,Invoice4647,1,Payment4603,2024-09-02 08:07:53+00:00,2024-09-12 10:41:53+00:00,242.567,1.033,0.567,0.033,72.0,48.0,0.933,120.0,0,Successful
PO7610,PO7610,6,PR11;PR142;PR392;PR680;PR781;PR860,1,Supplier39,1,GRN8078,1,Invoice3823,1,Payment2923,2024-09-02 08:05:56+00:00,2024-09-10 11:26:53+00:00,195.349,1.849,0.683,0.733,24.0,72.0,0.083,96.0,1,Successful
PO4347,PO4347,4,PR143;PR24;PR637;PR909,1,Supplier37,1,GRN3484,1,Invoice9338,1,Payment7148,2024-09-02 08:31:53+00:00,2024-09-10 10:56:53+00:00,194.417,0.567,0.433,0.467,24.0,72.0,0.95,96.0,1,Successful
PO7674,PO7674,1,PR144,1,Supplier2,1,GRN2599,1,Invoice9307,1,Payment2079,2024-09-02 08:33:53+00:00,2024-09-10 11:38:53+00:00,195.083,1.267,0.817,0.783,96.0,48.0,0.217,48.0,0,Successful
PO7903,PO7903,3,PR145;PR53;PR566,1,Supplier10,1,GRN9132,1,Invoice4248,1,Payment1841,2024-09-02 08:10:53+00:00,2024-09-06 10:09:53+00:00,97.983,1.033,0.067,0.067,48.0,24.0,0.817,24.0,0,Successful
PO3708,PO3708,1,PR146,1,Supplier10,1,GRN9932,1,Invoice9476,2,Payment1310;Payment5305,2024-09-02 08:25:53+00:00,2024-09-13 10:56:56+00:00,266.517,1.617,0.817,0.9,72.0,72.0,0.833,118.351,0,Successful
PO1909,PO1909,1,PR147,1,Supplier36,1,GRN3005,1,Invoice2980,1,Payment9269,2024-09-02 08:29:53+00:00,2024-09-10 10:04:53+00:00,193.583,0.267,0.65,0.433,72.0,48.0,0.233,72.0,0,Successful
PO3861,PO3861,1,PR148,1,Supplier17,1,GRN8152,1,Invoice6814,1,Payment777,2024-09-02 08:39:53+00:00,2024-09-11 11:38:53+00:00,218.983,1.15,0.2,0.65,120.0,48.0,0.983,48.0,0,Successful
PO5267,PO5267,3,PR149;PR154;PR223,1,Supplier14,1,GRN6926,1,Invoice7247,1,Payment6005,2024-09-02 08:13:53+00:00,2024-09-09 11:41:53+00:00,171.467,1.617,0.717,0.183,72.0,24.0,0.95,72.0,0,Successful
PO8010,PO8010,1,PR150,1,Supplier48,1,GRN1348,1,Invoice5381,1,Payment6852,2024-09-02 08:58:53+00:00,2024-09-11 11:25:53+00:00,218.45,0.967,0.717,0.183,24.0,48.0,0.583,144.0,0,Successful
PO4448,PO4448,3,PR138;PR151;PR656,1,Supplier1,1,GRN8178,1,Invoice24,1,Payment4680,2024-09-02 08:23:53+00:00,2024-09-14 09:03:53+00:00,288.667,0.15,0.117,0.283,96.0,48.0,0.117,144.0,1,Successful
PO723,PO723,4,PR152;PR623;PR854;PR94,1,Supplier27,1,GRN1772,1,Invoice3321,1,Payment680,2024-09-02 08:16:57+00:00,2024-09-18 11:03:53+00:00,386.782,1.416,0.433,0.033,72.0,72.0,0.9,240.0,0,Mismatch
PO4776,PO4776,1,PR153,1,Supplier16,1,GRN4356,1,Invoice5066,1,Payment6953,2024-09-02 08:13:53+00:00,2024-09-08 10:36:53+00:00,146.383,0.85,0.5,0.783,24.0,72.0,0.25,48.0,0,Successful
PO7414,PO7414,5,PR154;PR283;PR366;PR726;PR835,1,Supplier39,1,GRN4227,1,Invoice7189,1,Payment4060,2024-09-02 08:15:56+00:00,2024-09-09 11:01:53+00:00,170.766,1.466,0.517,0.183,96.0,24.0,0.6,48.0,0,Successful
PO5313,PO5313,6,PR155;PR218;PR408;PR619;PR691;PR776,1,Supplier26,1,GRN5943,1,Invoice7258,1,Payment5209,2024-09-02 08:08:56+00:00,2024-09-07 10:58:53+00:00,122.832,1.216,0.267,0.683,72.0,24.0,0.667,24.0,1,Successful
PO6815,PO6815,4,PR156;PR310;PR533;PR910,1,Supplier24,1,GRN8993,1,Invoice1693,1,Payment2880,2024-09-02 08:18:55+00:00,2024-09-17 11:42:53+00:00,363.399,1.699,0.9,0.717,72.0,48.0,0.083,240.0,0,Successful
PO7078,PO7078,1,PR157,1,Supplier1,1,GRN9387,1,Invoice4296,2,Payment9183;Payment9653,2024-09-02 08:20:53+00:00,2024-09-12 11:32:56+00:00,243.201,0.8,0.25,0.783,120.0,72.0,1.0,48.367,0,Successful
PO9488,PO9488,7,PR158;PR375;PR413;PR443;PR619;PR662;PR708,2,Supplier21;Supplier29,2,GRN363;GRN8482,2,Invoice5002;Invoice5044,2,Payment3222;Payment8029,2024-09-02 08:08:56+00:00,2024-09-10 11:25:53+00:00,195.282,1.2,0.633,0.883,24.416,48.0,0.15,120.0,0,Successful + Mismatch
PO89,PO89,4,PR159;PR225;PR292;PR553,1,Supplier45,1,GRN5864,1,Invoice4317,1,Payment785,2024-09-02 08:08:53+00:00,2024-09-13 10:47:53+00:00,266.65,1.017,0.35,0.533,120.0,72.0,0.75,72.0,0,Successful
PO3627,PO3627,2,PR160;PR979,1,Supplier42,1,GRN8307,1,Invoice7276,1,Payment7286,2024-09-02 08:52:57+00:00,2024-09-16 12:25:53+00:00,339.549,1.066,0.85,0.8,96.0,72.0,0.833,168.0,0,Successful
PO7161,PO7161,1,PR161,1,Supplier5,1,GRN5201,1,Invoice8080,1,Payment5290,2024-09-02 08:14:53+00:00,2024-09-06 10:34:53+00:00,98.333,1.433,0.3,0.083,24.0,24.0,0.517,48.0,0,Successful
PO4525,PO4525,1,PR162,1,Supplier6,1,GRN1264,1,Invoice7789,1,Payment6343,2024-09-02 08:29:53+00:00,2024-09-12 11:27:53+00:00,242.967,1.017,0.933,0.9,96.0,24.0,0.117,120.0,0,Successful
PO2969,PO2969,1,PR163,1,Supplier27,1,GRN6069,1,Invoice1943,1,Payment4722,2024-09-02 08:23:53+00:00,2024-09-10 11:24:53+00:00,195.017,1.583,0.517,0.85,96.0,24.0,0.067,72.0,0,Successful
PO3891,PO3891,6,PR116;PR164;PR228;PR570;PR708;PR722,1,Supplier28,1,GRN9456,1,Invoice8193,1,Payment6437,2024-09-02 08:13:56+00:00,2024-09-09 12:14:53+00:00,172.016,2.333,0.383,0.75,72.0,48.0,0.55,48.0,0,Successful
PO9552,PO9552,1,PR165,1,Supplier46,1,GRN9108,1,Invoice2724,2,Payment4273;Payment5116,2024-09-02 08:33:53+00:00,2024-09-10 11:07:55+00:00,194.567,0.267,0.65,0.95,120.0,72.0,0.417,0.284,0,Successful
PO1996,PO1996,4,PR166;PR4;PR707;PR926,1,Supplier32,1,GRN1321,1,Invoice9523,2,Payment2681;Payment689,2024-09-02 08:18:56+00:00,2024-09-17 10:36:56+00:00,362.3,0.782,0.267,0.417,48.0,72.0,0.933,239.901,0,Successful
PO7152,PO7152,1,PR167,1,Supplier17,1,GRN4301,1,Invoice7907,1,Payment4060,2024-09-02 08:52:53+00:00,2024-09-07 11:50:53+00:00,122.967,1.85,0.1,0.933,24.0,24.0,0.083,72.0,0,Successful
PO6020,PO6020,1,PR168,1,Supplier16,1,GRN8475,1,Invoice4771,1,Payment8094,2024-09-02 08:18:53+00:00,2024-09-07 12:01:53+00:00,123.717,1.683,0.817,0.667,24.0,72.0,0.55,24.0,0,Successful
PO9592,PO9592,5,PR169;PR238;PR516;PR707;PR914,1,Supplier3,1,GRN1084,1,Invoice433,1,Payment8120,2024-09-02 08:07:54+00:00,2024-09-10 11:04:53+00:00,194.95,1.066,0.867,0.733,96.0,48.0,0.283,48.0,2,Successful
PO9902,PO9902,10,PR170;PR34;PR357;PR556;PR71;PR782;PR832;PR871;PR920;PR998,2,Supplier16;Supplier40,2,GRN5388;GRN9306,2,Invoice8128;Invoice8943,2,Payment1566;Payment7491,2024-09-02 08:09:54+00:00,2024-09-06 12:26:53+00:00,100.283,1.384,0.383,0.85,48.716,24.0,0.95,24.0,0,Successful
PO7050,PO7050,5,PR112;PR171;PR249;PR716;PR977,1,Supplier33,1,GRN2769,1,Invoice5547,1,Payment1207,2024-09-02 08:08:57+00:00,2024-09-14 10:23:53+00:00,290.249,0.899,0.033,0.883,120.0,48.0,0.433,120.0,2,Successful
PO3661,PO3661,2,PR172;PR777,1,Supplier47,1,GRN4865,1,Invoice7384,1,Payment5792,2024-09-02 08:11:56+00:00,2024-09-14 11:40:53+00:00,291.483,1.782,0.667,0.3,96.0,24.0,0.733,168.0,0,Successful
PO8887,PO8887,1,PR174,1,Supplier45,1,GRN537,1,Invoice2976,1,Payment3007,2024-09-02 08:46:54+00:00,2024-09-13 12:11:54+00:00,267.417,1.2,0.783,0.45,48.0,48.0,0.983,168.0,0,Successful
PO1070,PO1070,1,PR175,1,Supplier49,1,GRN7162,1,Invoice7393,1,Payment3354,2024-09-02 08:15:54+00:00,2024-09-10 10:22:54+00:00,194.117,1.583,0.133,0.15,96.0,24.0,0.25,72.0,0,Successful
PO4508,PO4508,1,PR176,1,Supplier43,1,GRN4822,1,Invoice2122,1,Payment2022,2024-09-02 09:02:54+00:00,2024-09-15 12:12:54+00:00,315.167,1.417,0.133,0.767,48.0,72.0,0.85,192.0,0,Successful
PO6910,PO6910,4,PR102;PR177;PR186;PR465,1,Supplier13,1,GRN6137,1,Invoice6604,1,Payment3517,2024-09-02 08:08:55+00:00,2024-09-11 10:34:54+00:00,218.433,1.35,0.367,0.267,120.0,48.0,0.45,48.0,0,Successful
PO760,PO760,1,PR178,1,Supplier7,1,GRN8518,1,Invoice4661,1,Payment8154,2024-09-02 08:57:54+00:00,2024-09-12 12:19:54+00:00,243.367,1.783,0.867,0.617,120.0,48.0,0.1,72.0,0,Successful
PO397,PO397,1,PR179,1,Supplier41,1,GRN6423,1,Invoice8317,1,Payment3779,2024-09-02 08:41:54+00:00,2024-09-07 10:31:54+00:00,121.833,0.95,0.2,0.15,24.0,48.0,0.533,48.0,0,Successful
PO422,PO422,6,PR180;PR196;PR494;PR603;PR621;PR779,1,Supplier26,1,GRN7399,1,Invoice7982,1,Payment5036,2024-09-02 08:17:55+00:00,2024-09-16 11:05:54+00:00,338.8,1.7,0.05,0.067,72.0,48.0,0.983,216.0,2,Successful
PO3848,PO3848,1,PR181,1,Supplier16,1,GRN9794,1,Invoice8263,1,Payment6259,2024-09-02 08:42:54+00:00,2024-09-13 11:14:54+00:00,266.533,0.7,0.967,0.2,120.0,72.0,0.667,72.0,0,Successful
PO3109,PO3109,1,PR183,1,Supplier50,1,GRN3865,1,Invoice3710,1,Payment9711,2024-09-02 08:40:54+00:00,2024-09-14 10:58:54+00:00,290.3,0.867,0.917,0.45,72.0,24.0,0.067,192.0,0,Successful
PO4655,PO4655,1,PR184,1,Supplier16,1,GRN8568,1,Invoice5678,1,Payment6413,2024-09-02 08:44:54+00:00,2024-09-15 11:36:54+00:00,314.867,0.933,0.567,0.583,48.0,48.0,0.783,216.0,0,Successful
PO3242,PO3242,5,PR185;PR191;PR323;PR367;PR682,1,Supplier30,1,GRN1189,1,Invoice2212,1,Payment2249,2024-09-02 08:26:54+00:00,2024-09-11 11:01:54+00:00,218.583,1.15,0.667,0.133,96.0,48.0,0.633,72.0,0,Successful
PO5032,PO5032,6,PR104;PR186;PR240;PR499;PR592;PR904,1,Supplier2,1,GRN1984,1,Invoice1482,1,Payment3321,2024-09-02 08:07:54+00:00,2024-09-17 10:42:54+00:00,362.583,2.033,0.3,0.083,120.0,72.0,0.167,168.0,1,Successful
PO5932,PO5932,1,PR187,1,Supplier46,1,GRN7838,1,Invoice7938,2,Payment8012;Payment9744,2024-09-02 08:32:54+00:00,2024-09-12 11:15:54+00:00,242.717,1.017,0.517,0.867,96.0,24.0,0.317,120.0,0,Successful
PO7264,PO7264,1,PR188,1,Supplier3,1,GRN853,1,Invoice7196,1,Payment6314,2024-09-02 08:46:54+00:00,2024-09-10 10:53:54+00:00,194.117,0.917,0.767,0.267,96.0,24.0,0.167,72.0,0,Successful
PO3786,PO3786,3,PR189;PR486;PR864,1,Supplier15,1,GRN5210,1,Invoice4708,1,Payment9733,2024-09-02 08:21:57+00:00,2024-09-09 10:58:54+00:00,170.616,1.349,0.533,0.067,72.0,72.0,0.667,24.0,0,Successful
PO5520,PO5520,1,PR190,1,Supplier15,1,GRN2255,1,Invoice5041,1,Payment1708,2024-09-02 08:56:54+00:00,2024-09-14 12:15:54+00:00,291.317,1.567,0.017,0.883,96.0,48.0,0.85,144.0,0,Successful
PO9559,PO9559,1,PR191,1,Supplier46,1,GRN2722,1,Invoice6695,1,Payment9659,2024-09-02 08:34:54+00:00,2024-09-10 11:49:54+00:00,195.25,1.3,0.517,0.467,120.0,48.0,0.967,24.0,0,Successful
PO5660,PO5660,1,PR192,1,Supplier39,1,GRN8673,1,Invoice3582,1,Payment1448,2024-09-02 08:50:54+00:00,2024-09-20 12:00:54+00:00,435.167,0.933,0.85,0.717,120.0,72.0,0.667,240.0,0,Successful
PO9079,PO9079,1,PR194,1,Supplier41,1,GRN6621,1,Invoice2657,1,Payment206,2024-09-02 08:54:54+00:00,2024-09-07 12:26:54+00:00,123.533,0.883,0.817,0.85,48.0,48.0,0.983,24.0,0,Successful
PO2170,PO2170,2,PR195;PR71,1,Supplier11,1,GRN9098,1,Invoice3179,1,Payment4322,2024-09-02 08:39:54+00:00,2024-09-15 10:52:54+00:00,314.217,1.2,0.15,0.45,96.0,24.0,0.417,192.0,0,Successful
PO4866,PO4866,1,PR196,1,Supplier44,1,GRN547,1,Invoice4268,1,Payment7421,2024-09-02 08:24:54+00:00,2024-09-18 11:43:54+00:00,387.317,1.1,0.683,0.633,120.0,48.0,0.9,216.0,0,Successful
PO1357,PO1357,6,PR105;PR197;PR221;PR317;PR333;PR618,1,Supplier10,1,GRN8806,1,Invoice3424,1,Payment695,2024-09-02 08:05:54+00:00,2024-09-13 10:48:54+00:00,266.717,1.25,0.067,0.683,24.0,48.0,0.717,192.0,0,Successful
PO180,PO180,1,PR198,1,Supplier45,1,GRN2620,1,Invoice8870,1,Payment6097,2024-09-02 08:09:54+00:00,2024-09-14 11:13:54+00:00,291.067,1.383,0.233,0.733,120.0,48.0,0.717,120.0,0,Successful
PO783,PO783,2,PR199;PR614,1,Supplier48,1,GRN9662,1,Invoice2542,1,Payment9472,2024-09-02 08:14:55+00:00,2024-09-13 12:17:54+00:00,268.05,2.433,0.783,0.567,72.0,24.0,0.267,168.0,0,Successful
PO3963,PO3963,5,PR203;PR341;PR390;PR479;PR717,1,Supplier18,1,GRN5462,1,Invoice4619,1,Payment2394,2024-09-02 08:07:56+00:00,2024-09-14 11:23:54+00:00,291.266,1.283,0.917,0.933,48.0,48.0,0.133,192.0,1,Successful
PO6241,PO6241,1,PR204,1,Supplier10,1,GRN8860,1,Invoice5235,1,Payment6107,2024-09-02 08:58:54+00:00,2024-09-08 12:41:54+00:00,147.717,1.65,0.933,0.133,72.0,48.0,1.0,24.0,0,Successful
PO562,PO562,1,PR205,1,Supplier38,1,GRN9396,1,Invoice4406,1,Payment1576,2024-09-02 08:15:54+00:00,2024-09-14 10:31:54+00:00,290.267,0.6,0.733,0.35,48.0,72.0,0.583,168.0,0,Successful
PO6570,PO6570,4,PR191;PR206;PR677;PR977,1,Supplier30,1,GRN5485,1,Invoice4249,1,Payment644,2024-09-02 08:08:57+00:00,2024-09-17 10:54:54+00:00,362.766,1.216,0.133,0.817,48.0,72.0,0.6,240.0,0,Mismatch
PO9983,PO9983,1,PR207,1,Supplier25,1,GRN9505,1,Invoice7797,1,Payment2101,2024-09-02 08:08:54+00:00,2024-09-08 10:23:54+00:00,146.25,0.533,0.867,0.1,72.0,24.0,0.75,48.0,0,Successful
PO7660,PO7660,1,PR208,1,Supplier23,1,GRN9799,1,Invoice1668,1,Payment4720,2024-09-02 08:32:54+00:00,2024-09-14 12:09:54+00:00,291.617,1.567,0.433,0.883,24.0,72.0,0.733,192.0,0,Mismatch
PO4898,PO4898,6,PR209;PR255;PR315;PR43;PR910;PR982,1,Supplier8,1,GRN7232,1,Invoice3847,1,Payment5952,2024-09-02 08:20:57+00:00,2024-09-08 12:23:54+00:00,148.049,1.899,0.833,0.35,24.0,24.0,0.967,96.0,1,Successful
PO1432,PO1432,6,PR210;PR287;PR357;PR382;PR966;PR99,1,Supplier20,1,GRN593,1,Invoice3856,1,Payment5972,2024-09-02 08:06:57+00:00,2024-09-17 11:09:54+00:00,363.049,1.933,0.1,0.567,48.0,72.0,0.45,240.0,0,Successful
PO3466,PO3466,4,PR158;PR211;PR25;PR697,1,Supplier13,1,GRN6055,1,Invoice1289,1,Payment690,2024-09-02 08:36:53+00:00,2024-09-17 10:55:54+00:00,362.317,0.9,0.133,0.35,48.0,72.0,0.933,240.0,1,Successful
PO8344,PO8344,2,PR212;PR686,1,Supplier42,1,GRN9415,1,Invoice9585,1,Payment835,2024-09-02 08:12:54+00:00,2024-09-14 10:40:54+00:00,290.467,0.883,0.6,0.433,120.0,72.0,0.55,96.0,0,Successful
PO2567,PO2567,6,PR182;PR213;PR344;PR441;PR850;PR959,1,Supplier26,1,GRN3919,1,Invoice9376,1,Payment4615,2024-09-02 08:15:57+00:00,2024-09-12 11:25:54+00:00,243.166,1.333,0.8,0.817,72.0,72.0,0.217,96.0,0,Successful
PO7961,PO7961,5,PR214;PR215;PR217;PR570;PR966,1,Supplier12,1,GRN3711,1,Invoice7435,1,Payment4716,2024-09-02 08:06:57+00:00,2024-09-08 10:36:54+00:00,146.499,1.416,0.067,0.417,72.0,24.0,0.6,48.0,1,Successful
PO9276,PO9276,1,PR216,1,Supplier36,1,GRN5752,1,Invoice7734,1,Payment8585,2024-09-02 08:14:54+00:00,2024-09-06 09:25:54+00:00,97.183,0.267,0.417,0.233,24.0,24.0,0.267,48.0,0,Successful
PO8544,PO8544,3,PR126;PR217;PR947,1,Supplier9,1,GRN6479,1,Invoice3520,1,Payment7012,2024-09-02 08:05:53+00:00,2024-09-15 11:11:54+00:00,315.1,1.75,0.067,0.317,24.0,48.0,0.967,240.0,0,Successful
PO587,PO587,3,PR219;PR269;PR535,1,Supplier30,1,GRN5438,1,Invoice1523,1,Payment981,2024-09-02 08:21:54+00:00,2024-09-12 10:45:54+00:00,242.4,1.417,0.467,0.4,120.0,48.0,0.117,72.0,0,Successful
PO6479,PO6479,2,PR220;PR881,1,Supplier16,1,GRN6546,1,Invoice7328,1,Payment4904,2024-09-02 08:30:57+00:00,2024-09-08 12:09:54+00:00,147.649,1.699,0.4,0.633,48.0,48.0,0.917,48.0,0,Mismatch
PO2076,PO2076,5,PR221;PR271;PR510;PR579;PR844,1,Supplier28,1,GRN1043,1,Invoice1272,1,Payment1756,2024-09-02 08:05:54+00:00,2024-09-12 10:13:54+00:00,242.133,1.1,0.133,0.017,24.0,24.0,0.883,192.0,0,Successful
PO1815,PO1815,1,PR222,1,Supplier25,1,GRN7884,1,Invoice7717,2,Payment7669;Payment9214,2024-09-02 08:51:54+00:00,2024-09-12 11:43:54+00:00,242.867,1.667,0.133,0.65,24.0,24.0,0.417,192.0,0,Successful
PO8254,PO8254,2,PR223;PR418,1,Supplier31,1,GRN1634,1,Invoice7743,1,Payment7016,2024-09-02 08:09:55+00:00,2024-09-15 10:59:54+00:00,314.833,1.516,0.45,0.4,48.0,24.0,0.467,240.0,0,Successful
PO9648,PO9648,2,PR224;PR514,1,Supplier15,1,GRN6685,1,Invoice8517,1,Payment8110,2024-09-02 08:55:54+00:00,2024-09-18 11:15:54+00:00,386.333,1.433,0.417,0.3,120.0,72.0,0.183,192.0,0,Successful
PO4702,PO4702,1,PR225,1,Supplier29,1,GRN865,1,Invoice5063,1,Payment103,2024-09-02 08:32:54+00:00,2024-09-16 11:04:54+00:00,338.533,0.617,0.733,0.333,120.0,72.0,0.85,144.0,0,Successful
PO4634,PO4634,3,PR226;PR265;PR977,1,Supplier4,1,GRN6616,1,Invoice2888,1,Payment3907,2024-09-02 08:08:57+00:00,2024-09-10 10:39:54+00:00,194.516,1.282,0.35,0.633,96.0,72.0,0.25,24.0,0,Successful
PO8007,PO8007,1,PR227,1,Supplier41,1,GRN1720,1,Invoice1183,1,Payment4164,2024-09-02 08:05:54+00:00,2024-09-18 11:57:54+00:00,387.867,1.417,0.85,0.867,120.0,72.0,0.733,192.0,0,Successful
PO3762,PO3762,1,PR228,1,Supplier22,1,GRN8742,1,Invoice9553,1,Payment2556,2024-09-02 09:03:54+00:00,2024-09-11 11:09:54+00:00,218.1,0.517,0.033,0.75,72.0,24.0,0.8,120.0,0,Successful
PO1727,PO1727,4,PR230;PR41;PR530;PR926,1,Supplier39,1,GRN8398,1,Invoice3074,1,Payment7705,2024-09-02 08:18:57+00:00,2024-09-19 11:31:54+00:00,411.216,1.916,0.567,0.417,96.0,72.0,0.317,240.0,1,Successful
PO6229,PO6229,5,PR231;PR46;PR483;PR634;PR924,1,Supplier50,1,GRN9852,1,Invoice2611,1,Payment5639,2024-09-02 08:29:56+00:00,2024-09-10 12:22:54+00:00,195.883,1.299,1.0,0.7,72.0,24.0,0.883,96.0,0,Successful
PO8602,PO8602,5,PR126;PR232;PR405;PR554;PR91,1,Supplier18,1,GRN3181,1,Invoice2941,1,Payment4947,2024-09-02 08:05:53+00:00,2024-09-13 10:20:54+00:00,266.25,2.134,0.033,0.067,120.0,24.0,0.017,120.0,1,Successful
PO5671,PO5671,4,PR233;PR579;PR629;PR935,1,Supplier10,1,GRN9530,1,Invoice8354,1,Payment9563,2024-09-02 08:16:54+00:00,2024-09-18 10:24:54+00:00,386.133,1.45,0.167,0.033,96.0,72.0,0.483,216.0,0,Successful
PO3950,PO3950,1,PR235,1,Supplier35,1,GRN8645,1,Invoice3232,1,Payment669,2024-09-02 08:39:54+00:00,2024-09-07 11:31:54+00:00,122.867,1.583,0.167,0.217,24.0,24.0,0.9,72.0,0,Mismatch
