event_id,event_type,timestamp,user,cost_center,object_id,object_type,total_amount,status,qualifier
E5161,Create PO (Batch),2024-09-02 09:42:56+00:00,User10,CC10,PR479,Purchase Requisition,8225.29,,
E5161,Create PO (Batch),2024-09-02 09:42:56+00:00,User10,CC10,PR538,Purchase Requisition,4880.17,,
E5161,Create PO (Batch),2024-09-02 09:42:56+00:00,User10,CC10,PR620,Purchase Requisition,2079.49,,
E5161,Create PO (Batch),2024-09-02 09:42:56+00:00,User10,CC10,PO2749,Purchase Order,24266.13,Created,
E5625,Create PO,2024-09-02 09:42:56+00:00,User48,CC16,PR677,Purchase Requisition,3876.83,,
E5625,Create PO,2024-09-02 09:42:56+00:00,User48,CC16,PO2463,Purchase Order,3876.83,Created,
E5719,Create PO,2024-09-02 09:42:56+00:00,User37,CC19,PR689,Purchase Requisition,5211.4,,
E5719,Create PO,2024-09-02 09:42:56+00:00,User37,CC19,PO7428,Purchase Order,5211.4,Created,
E6050,Approve PR,2024-09-02 09:42:56+00:00,Manager8,CC12,PR729,Purchase Requisition,6870.98,,
E6338,Approve PO,2024-09-02 09:42:56+00:00,Manager8,CC8,PO1430,Purchase Order,5263.99,Created,
E6345,Approve PR,2024-09-02 09:42:56+00:00,Manager5,CC3,PR768,Purchase Requisition,4780.63,,
E6712,Create PO (Batch),2024-09-02 09:42:56+00:00,User14,CC9,PR845,Purchase Requisition,5202.84,,
E6712,Create PO (Batch),2024-09-02 09:42:56+00:00,User14,CC9,PR574,Purchase Requisition,1882.75,,
E6712,Create PO (Batch),2024-09-02 09:42:56+00:00,User14,CC9,PR811,Purchase Requisition,3648.07,,
E6712,Create PO (Batch),2024-09-02 09:42:56+00:00,User14,CC9,PO1318,Purchase Order,10733.66,Created,
E7035,Create PO,2024-09-02 09:42:57+00:00,User50,CC17,PR850,Purchase Requisition,5517.4,,
E7035,Create PO,2024-09-02 09:42:57+00:00,User50,CC17,PO1173,Purchase Order,5517.4,Created,
E7241,Send PO to Supplier,2024-09-02 09:42:57+00:00,User18,CC18,PO6157,Purchase Order,26206.53,Created,
E7241,Send PO to Supplier,2024-09-02 09:42:57+00:00,User18,CC18,Supplier24,Supplier,,,
E7334,Approve PO,2024-09-02 09:42:57+00:00,Manager7,CC14,PO9584,Purchase Order,15316.24,Created,
E7657,Approve PO,2024-09-02 09:42:57+00:00,Manager7,CC5,PO9139,Purchase Order,14118.23,Created,
E7909,Approve PR,2024-09-02 09:42:57+00:00,Manager8,CC9,PR955,Purchase Requisition,3836.74,,
E7937,Create PO,2024-09-02 09:42:57+00:00,User20,CC10,PR958,Purchase Requisition,3478.65,,
E7937,Create PO,2024-09-02 09:42:57+00:00,User20,CC10,PO7179,Purchase Order,3478.65,Created,
E1180,Approve PO,2024-09-02 09:43:53+00:00,Manager9,CC9,PO5145,Purchase Order,3698.54,Created,
E1296,Create PO (Batch),2024-09-02 09:43:53+00:00,User1,CC16,PR366,Purchase Requisition,8309.94,,
E1296,Create PO (Batch),2024-09-02 09:43:53+00:00,User1,CC16,PR283,Purchase Requisition,3780.25,,
E1296,Create PO (Batch),2024-09-02 09:43:53+00:00,User1,CC16,PR835,Purchase Requisition,2851.69,,
E1296,Create PO (Batch),2024-09-02 09:43:53+00:00,User1,CC16,PR726,Purchase Requisition,6031.2,,
E1296,Create PO (Batch),2024-09-02 09:43:53+00:00,User1,CC16,PR154,Purchase Requisition,5695.69,,
E1296,Create PO (Batch),2024-09-02 09:43:53+00:00,User1,CC16,PO7414,Purchase Order,26668.77,Created,
E213,Approve PO,2024-09-02 09:43:53+00:00,Manager6,CC19,PO83,Purchase Order,3749.24,Created,
E220,Approve PR,2024-09-02 09:43:53+00:00,Manager2,CC18,PR26,Purchase Requisition,4653.96,,
E468,Create PO (Batch),2024-09-02 09:43:53+00:00,User46,CC11,PR82,Purchase Requisition,2279.42,,
E468,Create PO (Batch),2024-09-02 09:43:53+00:00,User46,CC11,PR794,Purchase Requisition,2350.98,,
E468,Create PO (Batch),2024-09-02 09:43:53+00:00,User46,CC11,PR142,Purchase Requisition,2909.88,,
E468,Create PO (Batch),2024-09-02 09:43:53+00:00,User46,CC11,PR55,Purchase Requisition,4792.24,,
E468,Create PO (Batch),2024-09-02 09:43:53+00:00,User46,CC11,PO2896,Purchase Order,12332.52,Created,
E506,Create PO (Batch),2024-09-02 09:43:53+00:00,User5,CC14,PR847,Purchase Requisition,3067.46,,
E506,Create PO (Batch),2024-09-02 09:43:53+00:00,User5,CC14,PR717,Purchase Requisition,5573.0,,
E506,Create PO (Batch),2024-09-02 09:43:53+00:00,User5,CC14,PR266,Purchase Requisition,3091.56,,
E506,Create PO (Batch),2024-09-02 09:43:53+00:00,User5,CC14,PR657,Purchase Requisition,8144.03,,
E506,Create PO (Batch),2024-09-02 09:43:53+00:00,User5,CC14,PR699,Purchase Requisition,2738.95,,
E506,Create PO (Batch),2024-09-02 09:43:53+00:00,User5,CC14,PR60,Purchase Requisition,4243.0,,
E506,Create PO (Batch),2024-09-02 09:43:53+00:00,User5,CC14,PO704,Purchase Order,26858.0,Created,
E597,Approve PO,2024-09-02 09:43:53+00:00,Manager8,CC1,PO4807,Purchase Order,31574.91,Created,
E623,Create PO,2024-09-02 09:43:53+00:00,User25,CC8,PR73,Purchase Requisition,4257.73,,
E623,Create PO,2024-09-02 09:43:53+00:00,User25,CC8,PO1562,Purchase Order,4257.73,Created,
E749,Create PO,2024-09-02 09:43:53+00:00,User48,CC20,PR87,Purchase Requisition,2346.34,,
E749,Create PO,2024-09-02 09:43:53+00:00,User48,CC20,PO9525,Purchase Order,2346.34,Created,
E984,Create PO (Batch),2024-09-02 09:43:53+00:00,User10,CC11,PR271,Purchase Requisition,5491.58,,
E984,Create PO (Batch),2024-09-02 09:43:53+00:00,User10,CC11,PR481,Purchase Requisition,3942.1,,
E984,Create PO (Batch),2024-09-02 09:43:53+00:00,User10,CC11,PR899,Purchase Requisition,3505.8,,
E984,Create PO (Batch),2024-09-02 09:43:53+00:00,User10,CC11,PR117,Purchase Requisition,4807.29,,
E984,Create PO (Batch),2024-09-02 09:43:53+00:00,User10,CC11,PO5287,Purchase Order,17746.77,Created,
E1858,Approve PR,2024-09-02 09:43:54+00:00,Manager9,CC2,PR222,Purchase Requisition,3796.7,,
E1951,Create PO (Batch),2024-09-02 09:43:54+00:00,User7,CC15,PR579,Purchase Requisition,7120.32,,
E1951,Create PO (Batch),2024-09-02 09:43:54+00:00,User7,CC15,PR935,Purchase Requisition,8563.92,,
E1951,Create PO (Batch),2024-09-02 09:43:54+00:00,User7,CC15,PR629,Purchase Requisition,8067.82,,
E1951,Create PO (Batch),2024-09-02 09:43:54+00:00,User7,CC15,PR233,Purchase Requisition,5072.98,,
E1951,Create PO (Batch),2024-09-02 09:43:54+00:00,User7,CC15,PO5671,Purchase Order,28825.04,Created,
E2122,Send PO to Supplier,2024-09-02 09:43:54+00:00,User27,CC11,PO612,Purchase Order,16446.510000000002,Created,
E2122,Send PO to Supplier,2024-09-02 09:43:54+00:00,User27,CC11,Supplier30,Supplier,,,
E2526,Create PO (Batch),2024-09-02 09:43:54+00:00,User48,CC14,PR817,Purchase Requisition,5275.43,,
E2526,Create PO (Batch),2024-09-02 09:43:54+00:00,User48,CC14,PR105,Purchase Requisition,1337.95,,
E2526,Create PO (Batch),2024-09-02 09:43:54+00:00,User48,CC14,PR18,Purchase Requisition,5826.62,,
E2526,Create PO (Batch),2024-09-02 09:43:54+00:00,User48,CC14,PR307,Purchase Requisition,2857.41,,
E2526,Create PO (Batch),2024-09-02 09:43:54+00:00,User48,CC14,PO6038,Purchase Order,15297.41,Created,
E2876,Create PO (Batch),2024-09-02 09:43:54+00:00,User35,CC6,PR207,Purchase Requisition,622.01,,
E2876,Create PO (Batch),2024-09-02 09:43:54+00:00,User35,CC6,PR349,Purchase Requisition,1948.93,,
E2876,Create PO (Batch),2024-09-02 09:43:54+00:00,User35,CC6,PO4352,Purchase Order,2570.94,Created,
E3452,Approve PO,2024-09-02 09:43:55+00:00,Manager6,CC10,PO8925,Purchase Order,13108.61,Created,
E3963,Create PO,2024-09-02 09:43:55+00:00,User16,CC11,PR476,Purchase Requisition,1772.3,,
E3963,Create PO,2024-09-02 09:43:55+00:00,User16,CC11,PO8753,Purchase Order,1772.3,Created,
E4130,Approve PO,2024-09-02 09:43:55+00:00,Manager2,CC5,PO9446,Purchase Order,16503.06,Created,
E4137,Reject PR,2024-09-02 09:43:55+00:00,Manager6,CC1,PR497,Purchase Requisition,3844.74,,
E4202,Approve PR,2024-09-02 09:43:55+00:00,Manager9,CC1,PR505,Purchase Requisition,6366.58,,
E4214,Create PO (Batch),2024-09-02 09:43:55+00:00,User9,CC8,PR412,Purchase Requisition,3062.59,,
E4214,Create PO (Batch),2024-09-02 09:43:55+00:00,User9,CC8,PR81,Purchase Requisition,1913.12,,
E4214,Create PO (Batch),2024-09-02 09:43:55+00:00,User9,CC8,PR507,Purchase Requisition,4143.01,,
E4214,Create PO (Batch),2024-09-02 09:43:55+00:00,User9,CC8,PO2467,Purchase Order,9118.72,Created,
E4612,Create PO,2024-09-02 09:43:55+00:00,User25,CC13,PR552,Purchase Requisition,3613.84,,
E4612,Create PO,2024-09-02 09:43:55+00:00,User25,CC13,PO1145,Purchase Order,3613.84,Created,
E4633,Approve PO,2024-09-02 09:43:55+00:00,Manager10,CC16,PO9553,Purchase Order,4918.27,Created,
E4654,Send PO to Supplier,2024-09-02 09:43:55+00:00,User32,CC9,PO140,Purchase Order,15331.72,Created,
E4654,Send PO to Supplier,2024-09-02 09:43:55+00:00,User32,CC9,Supplier49,Supplier,,,
E4809,Create PO (Batch),2024-09-02 09:43:55+00:00,User17,CC16,PR33,Purchase Requisition,3201.07,,
E4809,Create PO (Batch),2024-09-02 09:43:55+00:00,User17,CC16,PR388,Purchase Requisition,4913.85,,
E4809,Create PO (Batch),2024-09-02 09:43:55+00:00,User17,CC16,PR398,Purchase Requisition,3956.08,,
E4809,Create PO (Batch),2024-09-02 09:43:55+00:00,User17,CC16,PR577,Purchase Requisition,4525.18,,
E4809,Create PO (Batch),2024-09-02 09:43:55+00:00,User17,CC16,PO9839,Purchase Order,16596.18,Created,
E6319,Create PO (Batch),2024-09-02 09:43:56+00:00,User31,CC7,PR462,Purchase Requisition,2448.35,,
E6319,Create PO (Batch),2024-09-02 09:43:56+00:00,User31,CC7,PR291,Purchase Requisition,5191.55,,
E6319,Create PO (Batch),2024-09-02 09:43:56+00:00,User31,CC7,PR570,Purchase Requisition,7022.5,,
E6319,Create PO (Batch),2024-09-02 09:43:56+00:00,User31,CC7,PR455,Purchase Requisition,4147.2,,
E6319,Create PO (Batch),2024-09-02 09:43:56+00:00,User31,CC7,PR241,Purchase Requisition,5010.81,,
E6319,Create PO (Batch),2024-09-02 09:43:56+00:00,User31,CC7,PR765,Purchase Requisition,6370.01,,
E6319,Create PO (Batch),2024-09-02 09:43:56+00:00,User31,CC7,PO8,Purchase Order,30190.42,Created,
E6419,Approve PO,2024-09-02 09:43:56+00:00,Manager6,CC1,PO2399,Purchase Order,27788.29,Created,
E6564,Send PO to Supplier,2024-09-02 09:43:56+00:00,User28,CC9,PO5104,Purchase Order,7815.87,Created,
E6564,Send PO to Supplier,2024-09-02 09:43:56+00:00,User28,CC9,Supplier22,Supplier,,,
E6588,Reject PR,2024-09-02 09:43:56+00:00,Manager9,CC5,PR795,Purchase Requisition,9227.82,,
E6927,Send PO to Supplier,2024-09-02 09:43:57+00:00,User40,CC1,PO6264,Purchase Order,28106.44,Created,
E6927,Send PO to Supplier,2024-09-02 09:43:57+00:00,User40,CC1,Supplier8,Supplier,,,
E6934,Create PO,2024-09-02 09:43:57+00:00,User36,CC3,PR838,Purchase Requisition,4344.62,,
E6934,Create PO,2024-09-02 09:43:57+00:00,User36,CC3,PO1284,Purchase Order,4344.62,Created,
E7203,Create PO,2024-09-02 09:43:57+00:00,User12,CC17,PR871,Purchase Requisition,6451.39,,
E7203,Create PO,2024-09-02 09:43:57+00:00,User12,CC17,PO4772,Purchase Order,6451.39,Created,
E7628,Approve PR,2024-09-02 09:43:57+00:00,Manager5,CC18,PR923,Purchase Requisition,5517.09,,
E7831,Send PO to Supplier,2024-09-02 09:43:57+00:00,User41,CC4,PO9420,Purchase Order,25684.63,Created,
E7831,Send PO to Supplier,2024-09-02 09:43:57+00:00,User41,CC4,Supplier26,Supplier,,,
E8214,Approve PO,2024-09-02 09:43:57+00:00,Manager2,CC2,PO8296,Purchase Order,7717.19,Created,
E8222,Create PO,2024-09-02 09:43:57+00:00,User50,CC15,PR992,Purchase Requisition,1265.82,,
E8222,Create PO,2024-09-02 09:43:57+00:00,User50,CC15,PO4211,Purchase Order,1265.82,Created,
E660,Approve PO,2024-09-02 09:44:53+00:00,Manager8,CC6,PO298,Purchase Order,7748.4,Created,
E74,Approve PR,2024-09-02 09:44:53+00:00,Manager7,CC5,PR9,Purchase Requisition,4412.58,,
E84,Create PO,2024-09-02 09:44:53+00:00,User30,CC12,PR10,Purchase Requisition,3252.9,,
E84,Create PO,2024-09-02 09:44:53+00:00,User30,CC12,PO7329,Purchase Order,3252.9,Created,
E994,Approve PO,2024-09-02 09:44:53+00:00,Manager5,CC13,PO6894,Purchase Order,26033.5,Created,
E2156,Create PO (Batch),2024-09-02 09:44:54+00:00,User19,CC1,PR186,Purchase Requisition,6752.31,,
E2156,Create PO (Batch),2024-09-02 09:44:54+00:00,User19,CC1,PR262,Purchase Requisition,5684.6,,
E2156,Create PO (Batch),2024-09-02 09:44:54+00:00,User19,CC1,PO690,Purchase Order,12436.91,Created,
E2404,Approve PO,2024-09-02 09:44:54+00:00,Manager3,CC19,PO3001,Purchase Order,19921.38,Created,
E2508,Create PO,2024-09-02 09:44:54+00:00,User20,CC16,PR305,Purchase Requisition,5020.88,,
E2508,Create PO,2024-09-02 09:44:54+00:00,User20,CC16,PO795,Purchase Order,5020.88,Created,
E3150,Create PO,2024-09-02 09:44:54+00:00,User47,CC4,PR381,Purchase Requisition,6789.89,,
E3150,Create PO,2024-09-02 09:44:54+00:00,User47,CC4,PO3196,Purchase Order,6789.89,Created,
E3241,Approve PO,2024-09-02 09:44:54+00:00,Manager4,CC10,PO8850,Purchase Order,9972.3,Created,
E3352,Send PO to Supplier,2024-09-02 09:44:54+00:00,User49,CC12,PO7333,Purchase Order,10852.98,Created,
E3352,Send PO to Supplier,2024-09-02 09:44:54+00:00,User49,CC12,Supplier48,Supplier,,,
E3528,Approve PO,2024-09-02 09:44:55+00:00,Manager8,CC5,PO6360,Purchase Order,1115.03,Created,
E4007,Reject PR,2024-09-02 09:44:55+00:00,Manager5,CC17,PR481,Purchase Requisition,3942.1,,
E4011,Approve PR,2024-09-02 09:44:55+00:00,Manager1,CC1,PR483,Purchase Requisition,5695.02,,
E4478,Approve PO,2024-09-02 09:44:55+00:00,Manager1,CC13,PO1116,Purchase Order,6177.16,Created,
E4486,Create PO,2024-09-02 09:44:55+00:00,User31,CC11,PR538,Purchase Requisition,4880.17,,
E4486,Create PO,2024-09-02 09:44:55+00:00,User31,CC11,PO6269,Purchase Order,4880.17,Created,
E4697,Create PO,2024-09-02 09:44:55+00:00,User6,CC14,PR563,Purchase Requisition,7728.36,,
E4697,Create PO,2024-09-02 09:44:55+00:00,User6,CC14,PO6667,Purchase Order,7728.36,Created,
E4810,Approve PO,2024-09-02 09:44:55+00:00,Manager2,CC9,PO9839,Purchase Order,16596.18,Created,
E4889,Send PO to Supplier,2024-09-02 09:44:55+00:00,User14,CC9,PO3040,Purchase Order,5777.04,Created,
E4889,Send PO to Supplier,2024-09-02 09:44:55+00:00,User14,CC9,Supplier20,Supplier,,,
E5026,Create PO (Batch),2024-09-02 09:44:55+00:00,User19,CC1,PR788,Purchase Requisition,3761.8,,
E5026,Create PO (Batch),2024-09-02 09:44:55+00:00,User19,CC1,PR605,Purchase Requisition,4510.38,,
E5026,Create PO (Batch),2024-09-02 09:44:55+00:00,User19,CC1,PO6611,Purchase Order,8272.18,Created,
E5200,Approve PO,2024-09-02 09:44:56+00:00,Manager6,CC10,PO4646,Purchase Order,20990.97,Created,
E5244,Create PO,2024-09-02 09:44:56+00:00,User13,CC16,PR630,Purchase Requisition,5797.5,,
E5244,Create PO,2024-09-02 09:44:56+00:00,User13,CC16,PO2861,Purchase Order,5797.5,Created,
E5356,Send PO to Supplier,2024-09-02 09:44:56+00:00,User15,CC11,PO6714,Purchase Order,2723.72,Created,
E5356,Send PO to Supplier,2024-09-02 09:44:56+00:00,User15,CC11,Supplier39,Supplier,,,
E5821,Approve PR,2024-09-02 09:44:56+00:00,Manager8,CC16,PR702,Purchase Requisition,5865.62,,
E5911,Approve PR,2024-09-02 09:44:56+00:00,Manager7,CC12,PR712,Purchase Requisition,3031.25,,
E6544,Create PO,2024-09-02 09:44:56+00:00,User38,CC13,PR790,Purchase Requisition,6487.96,,
E6544,Create PO,2024-09-02 09:44:56+00:00,User38,CC13,PO3790,Purchase Order,6487.96,Created,
E6741,Send PO to Supplier,2024-09-02 09:44:56+00:00,User33,CC20,PO9232,Purchase Order,25600.5,Created,
E6741,Send PO to Supplier,2024-09-02 09:44:56+00:00,User33,CC20,Supplier50,Supplier,,,
E7295,Create PO,2024-09-02 09:44:57+00:00,User16,CC4,PR882,Purchase Requisition,7115.41,,
E7295,Create PO,2024-09-02 09:44:57+00:00,User16,CC4,PO9803,Purchase Order,7115.41,Created,
E7406,Approve PO,2024-09-02 09:44:57+00:00,Manager6,CC4,PO8448,Purchase Order,3216.52,Created,
E7441,Create PO (Batch),2024-09-02 09:44:57+00:00,User20,CC4,PR248,Purchase Requisition,4397.44,,
E7441,Create PO (Batch),2024-09-02 09:44:57+00:00,User20,CC4,PR406,Purchase Requisition,5704.26,,
E7441,Create PO (Batch),2024-09-02 09:44:57+00:00,User20,CC4,PR425,Purchase Requisition,5861.01,,
E7441,Create PO (Batch),2024-09-02 09:44:57+00:00,User20,CC4,PR138,Purchase Requisition,4053.74,,
E7441,Create PO (Batch),2024-09-02 09:44:57+00:00,User20,CC4,PR18,Purchase Requisition,5826.62,,
E7441,Create PO (Batch),2024-09-02 09:44:57+00:00,User20,CC4,PR899,Purchase Requisition,3505.8,,
E7441,Create PO (Batch),2024-09-02 09:44:57+00:00,User20,CC4,PO5396,Purchase Order,29348.87,Created,
E8257,Approve PR,2024-09-02 09:44:57+00:00,Manager5,CC8,PR996,Purchase Requisition,6236.85,,
E1078,Send PO to Supplier,2024-09-02 09:45:53+00:00,User35,CC5,PO8024,Purchase Order,5309.64,Created,
E1078,Send PO to Supplier,2024-09-02 09:45:53+00:00,User35,CC5,Supplier37,Supplier,,,
E1104,Approve PO,2024-09-02 09:45:53+00:00,Manager1,CC3,PO3112,Purchase Order,7134.8,Created,
E1181,Send PO to Supplier,2024-09-02 09:45:53+00:00,User35,CC15,PO5145,Purchase Order,3698.54,Created,
E1181,Send PO to Supplier,2024-09-02 09:45:53+00:00,User35,CC15,Supplier37,Supplier,,,
E141,Approve PO,2024-09-02 09:45:53+00:00,Manager8,CC20,PO2357,Purchase Order,8123.46,Created,
E275,Create PO (Batch),2024-09-02 09:45:53+00:00,User20,CC3,PR113,Purchase Requisition,2482.77,,
E275,Create PO (Batch),2024-09-02 09:45:53+00:00,User20,CC3,PR528,Purchase Requisition,4174.46,,
E275,Create PO (Batch),2024-09-02 09:45:53+00:00,User20,CC3,PR32,Purchase Requisition,6996.94,,
E275,Create PO (Batch),2024-09-02 09:45:53+00:00,User20,CC3,PO7675,Purchase Order,13654.169999999998,Created,
E413,Approve PR,2024-09-02 09:45:53+00:00,Manager1,CC11,PR49,Purchase Requisition,4378.71,,
E497,Create PO,2024-09-02 09:45:53+00:00,User36,CC10,PR59,Purchase Requisition,4895.59,,
E497,Create PO,2024-09-02 09:45:53+00:00,User36,CC10,PO215,Purchase Order,4895.59,Created,
E731,Create PO (Batch),2024-09-02 09:45:53+00:00,User13,CC19,PR545,Purchase Requisition,3517.65,,
E731,Create PO (Batch),2024-09-02 09:45:53+00:00,User13,CC19,PR924,Purchase Requisition,2167.66,,
E731,Create PO (Batch),2024-09-02 09:45:53+00:00,User13,CC19,PR969,Purchase Requisition,2860.37,,
E731,Create PO (Batch),2024-09-02 09:45:53+00:00,User13,CC19,PR370,Purchase Requisition,4191.75,,
E731,Create PO (Batch),2024-09-02 09:45:53+00:00,User13,CC19,PR85,Purchase Requisition,5663.61,,
E731,Create PO (Batch),2024-09-02 09:45:53+00:00,User13,CC19,PO259,Purchase Order,18401.04,Created,
E794,Create PO,2024-09-02 09:45:53+00:00,User48,CC16,PR92,Purchase Requisition,4399.17,,
E794,Create PO,2024-09-02 09:45:53+00:00,User48,CC16,PO1952,Purchase Order,4399.17,Created,
E1710,Approve PR,2024-09-02 09:45:54+00:00,Manager4,CC6,PR204,Purchase Requisition,4944.9,,
E3078,Create PO (Batch),2024-09-02 09:45:54+00:00,User12,CC4,PR229,Purchase Requisition,5137.29,,
E3078,Create PO (Batch),2024-09-02 09:45:54+00:00,User12,CC4,PR373,Purchase Requisition,4405.83,,
E3078,Create PO (Batch),2024-09-02 09:45:54+00:00,User12,CC4,PO2657,Purchase Order,9543.12,Created,
E3755,Approve PO,2024-09-02 09:45:55+00:00,Manager5,CC17,PO2603,Purchase Order,4277.74,Created,
E3972,Create PO,2024-09-02 09:45:55+00:00,User23,CC13,PR477,Purchase Requisition,7347.64,,
E3972,Create PO,2024-09-02 09:45:55+00:00,User23,CC13,PO3803,Purchase Order,7347.64,Created,
E4451,Approve PO,2024-09-02 09:45:55+00:00,Manager2,CC13,PO4821,Purchase Order,4691.51,Created,
E4744,Send PO to Supplier,2024-09-02 09:45:55+00:00,User45,CC12,PO9072,Purchase Order,3694.21,Created,
E4744,Send PO to Supplier,2024-09-02 09:45:55+00:00,User45,CC12,Supplier26,Supplier,,,
E4752,Approve PO,2024-09-02 09:45:55+00:00,Manager3,CC10,PO4798,Purchase Order,2242.47,Created,
E4826,Approve PR,2024-09-02 09:45:55+00:00,Manager4,CC17,PR579,Purchase Requisition,7120.32,,
E4997,Create PO (Batch),2024-09-02 09:45:55+00:00,User14,CC14,PR270,Purchase Requisition,10540.64,,
E4997,Create PO (Batch),2024-09-02 09:45:55+00:00,User14,CC14,PR640,Purchase Requisition,4646.03,,
E4997,Create PO (Batch),2024-09-02 09:45:55+00:00,User14,CC14,PR655,Purchase Requisition,5530.14,,
E4997,Create PO (Batch),2024-09-02 09:45:55+00:00,User14,CC14,PR601,Purchase Requisition,4779.5,,
E4997,Create PO (Batch),2024-09-02 09:45:55+00:00,User14,CC14,PO7716,Purchase Order,25496.31,Created,
E5371,Approve PR,2024-09-02 09:45:56+00:00,Manager3,CC10,PR645,Purchase Requisition,6245.39,,
E5408,Create PO (Batch),2024-09-02 09:45:56+00:00,User10,CC16,PR538,Purchase Requisition,4880.17,,
E5408,Create PO (Batch),2024-09-02 09:45:56+00:00,User10,CC16,PR649,Purchase Requisition,6097.87,,
E5408,Create PO (Batch),2024-09-02 09:45:56+00:00,User10,CC16,PO6692,Purchase Order,10978.04,Created,
E5701,Create PO,2024-09-02 09:45:56+00:00,User29,CC13,PR687,Purchase Requisition,5353.66,,
E5701,Create PO,2024-09-02 09:45:56+00:00,User29,CC13,PO2073,Purchase Order,5353.66,Created,
E6080,Create PO (Batch),2024-09-02 09:45:56+00:00,User23,CC6,PR731,Purchase Requisition,1586.73,,
E6080,Create PO (Batch),2024-09-02 09:45:56+00:00,User23,CC6,PR733,Purchase Requisition,4261.66,,
E6080,Create PO (Batch),2024-09-02 09:45:56+00:00,User23,CC6,PO841,Purchase Order,5848.389999999999,Created,
E6163,Approve PO,2024-09-02 09:45:56+00:00,Manager4,CC20,PO4088,Purchase Order,3645.23,Created,
E6677,Approve PO,2024-09-02 09:45:56+00:00,Manager6,CC6,PO6831,Purchase Order,19838.09,Created,
E7221,Create PO (Batch),2024-09-02 09:45:57+00:00,User10,CC16,PR883,Purchase Requisition,9013.75,,
E7221,Create PO (Batch),2024-09-02 09:45:57+00:00,User10,CC16,PR873,Purchase Requisition,5135.79,,
E7221,Create PO (Batch),2024-09-02 09:45:57+00:00,User10,CC16,PO9477,Purchase Order,14149.54,Created,
E7459,Create PO (Batch),2024-09-02 09:45:57+00:00,User25,CC1,PR119,Purchase Requisition,4245.47,,
E7459,Create PO (Batch),2024-09-02 09:45:57+00:00,User25,CC1,PR541,Purchase Requisition,4706.74,,
E7459,Create PO (Batch),2024-09-02 09:45:57+00:00,User25,CC1,PR288,Purchase Requisition,10614.27,,
E7459,Create PO (Batch),2024-09-02 09:45:57+00:00,User25,CC1,PR628,Purchase Requisition,6626.81,,
E7459,Create PO (Batch),2024-09-02 09:45:57+00:00,User25,CC1,PR63,Purchase Requisition,5952.82,,
E7459,Create PO (Batch),2024-09-02 09:45:57+00:00,User25,CC1,PR901,Purchase Requisition,4091.16,,
E7459,Create PO (Batch),2024-09-02 09:45:57+00:00,User25,CC1,PO4835,Purchase Order,36237.27,Created,
E7552,Approve PO,2024-09-02 09:45:57+00:00,Manager9,CC18,PO800,Purchase Order,5177.38,Created,
E7685,Create PO (Batch),2024-09-02 09:45:57+00:00,User10,CC12,PR327,Purchase Requisition,5671.22,,
E7685,Create PO (Batch),2024-09-02 09:45:57+00:00,User10,CC12,PR267,Purchase Requisition,8542.87,,
E7685,Create PO (Batch),2024-09-02 09:45:57+00:00,User10,CC12,PR853,Purchase Requisition,5214.5,,
E7685,Create PO (Batch),2024-09-02 09:45:57+00:00,User10,CC12,PR148,Purchase Requisition,5348.3,,
E7685,Create PO (Batch),2024-09-02 09:45:57+00:00,User10,CC12,PR930,Purchase Requisition,7404.41,,
E7685,Create PO (Batch),2024-09-02 09:45:57+00:00,User10,CC12,PO5049,Purchase Order,32181.300000000003,Created,
E7847,Create PO,2024-09-02 09:45:57+00:00,User50,CC14,PR948,Purchase Requisition,3406.52,,
E7847,Create PO,2024-09-02 09:45:57+00:00,User50,CC14,PO3229,Purchase Order,3406.52,Created,
E8010,Approve PO,2024-09-02 09:45:57+00:00,Manager9,CC4,PO8340,Purchase Order,15051.72,Created,
E8249,Create PO (Batch),2024-09-02 09:45:57+00:00,User30,CC1,PR942,Purchase Requisition,4185.16,,
E8249,Create PO (Batch),2024-09-02 09:45:57+00:00,User30,CC1,PR995,Purchase Requisition,5446.71,,
E8249,Create PO (Batch),2024-09-02 09:45:57+00:00,User30,CC1,PO6411,Purchase Order,9631.87,Created,
E11,Approve PR,2024-09-02 09:46:53+00:00,Manager5,CC10,PR2,Purchase Requisition,7406.88,,
E1406,Send PO to Supplier,2024-09-02 09:46:53+00:00,User44,CC18,PO1996,Purchase Order,18308.08,Created,
E1406,Send PO to Supplier,2024-09-02 09:46:53+00:00,User44,CC18,Supplier32,Supplier,,,
E569,Create PO,2024-09-02 09:46:53+00:00,User49,CC20,PR67,Purchase Requisition,9173.65,,
E569,Create PO,2024-09-02 09:46:53+00:00,User49,CC20,PO1077,Purchase Order,9173.65,Created,
E624,Approve PO,2024-09-02 09:46:53+00:00,Manager4,CC2,PO1562,Purchase Order,4257.73,Created,
E767,Create PO (Batch),2024-09-02 09:46:53+00:00,User15,CC8,PR700,Purchase Requisition,3432.22,,
E767,Create PO (Batch),2024-09-02 09:46:53+00:00,User15,CC8,PR89,Purchase Requisition,1253.92,,
E767,Create PO (Batch),2024-09-02 09:46:53+00:00,User15,CC8,PO874,Purchase Order,4686.139999999999,Created,
E1631,Create PO,2024-09-02 09:46:54+00:00,User9,CC13,PR192,Purchase Requisition,5755.87,,
E1631,Create PO,2024-09-02 09:46:54+00:00,User9,CC13,PO5660,Purchase Order,5755.87,Created,
