case_id,po_id,pr_count,pr_ids,supplier_count,supplier_ids,goods_receipt_count,goods_receipt_ids,invoice_count,invoice_ids,payment_count,payment_ids,match_result
PO8498,PO8498,1,PR256,1,Supplier41,1,GRN6497,1,Invoice5378,1,Payment2130,Successful
PO612,PO612,3,PR258;PR373;PR535,1,Supplier30,1,GRN7579,1,Invoice3376,1,Payment2339,Successful
PO2816,PO2816,1,PR259,1,Supplier38,1,GRN2302,1,Invoice9346,1,Payment8430,Successful
PO1847,PO1847,1,PR260,1,Supplier15,1,GRN3993,1,Invoice755,2,Payment2107;Payment9748,Successful
PO6595,PO6595,1,PR261,1,Supplier2,1,GRN6688,1,Invoice4221,1,Payment6108,Successful
PO690,PO690,2,PR186;PR262,1,Supplier37,1,GRN4931,1,Invoice8362,1,Payment9660,Successful
PO4719,PO4719,4,PR263;PR347;PR605;PR846,1,Supplier4,1,GRN5496,1,Invoice4716,1,Payment185,Mismatch
PO6847,PO6847,4,PR264;PR454;PR58;PR605,1,Supplier7,1,GRN9751,1,Invoice4370,1,Payment5658,Successful
PO2453,PO2453,1,PR265,1,Supplier44,1,GRN9052,1,Invoice3787,1,Payment6220,Successful
PO7680,PO7680,3,PR266;PR709;PR825,1,Supplier11,1,GRN6964,1,Invoice9055,1,Payment4459,Successful
PO7814,PO7814,1,PR267,1,Supplier33,1,GRN9059,1,Invoice5264,1,Payment7105,Successful
PO3689,PO3689,1,PR268,1,Supplier34,1,GRN4202,1,Invoice5918,1,Payment9221,Successful
PO5800,PO5800,1,PR269,1,Supplier25,1,GRN2289,1,Invoice2159,1,Payment5790,Successful
PO7879,PO7879,1,PR270,1,Supplier22,1,GRN8466,1,Invoice1784,2,Payment4639;Payment817,Successful
PO4018,PO4018,1,PR271,1,Supplier31,1,GRN8500,1,Invoice8077,2,Payment2364;Payment9540,Successful
PO8210,PO8210,1,PR272,1,Supplier16,1,GRN1535,1,Invoice3786,1,Payment7749,Successful
PO7137,PO7137,1,PR273,1,Supplier6,1,GRN4079,1,Invoice9358,1,Payment7325,Successful
PO4755,PO4755,6,PR153;PR274;PR345;PR573;PR670;PR836,1,Supplier19,1,GRN3570,1,Invoice7270,1,Payment5882,Successful
PO2566,PO2566,6,PR275;PR299;PR550;PR553;PR598;PR86,1,Supplier20,1,GRN7055,1,Invoice8983,1,Payment797,Successful
PO3122,PO3122,1,PR276,1,Supplier33,1,GRN9462,1,Invoice3953,1,Payment4409,Successful
PO6508,PO6508,1,PR278,1,Supplier45,1,GRN7175,1,Invoice2009,2,Payment1217;Payment7566,Successful
PO1137,PO1137,3,PR280;PR562;PR85,1,Supplier17,1,GRN268,1,Invoice314,1,Payment8764,Successful
PO506,PO506,6,PR143;PR229;PR281;PR589;PR902;PR939,1,Supplier46,1,GRN7765,1,Invoice309,1,Payment1950,Successful
PO2937,PO2937,1,PR282,1,Supplier20,1,GRN2944,1,Invoice6741,1,Payment4252,Successful
PO183,PO183,2,PR283;PR912,1,Supplier3,1,GRN5573,1,Invoice4985,1,Payment2235,Successful
PO6131,PO6131,1,PR284,1,Supplier24,1,GRN5965,1,Invoice2309,2,Payment5151;Payment8250,Mismatch
PO9056,PO9056,1,PR285,1,Supplier15,1,GRN3407,1,Invoice2009,2,Payment1217;Payment7566,Successful
PO2124,PO2124,4,PR248;PR286;PR420;PR789,1,Supplier10,1,GRN6506,1,Invoice5042,1,Payment5637,Successful
PO3051,PO3051,1,PR287,1,Supplier46,1,GRN3004,1,Invoice1315,1,Payment5964,Successful
PO1817,PO1817,1,PR288,1,Supplier49,1,GRN3197,1,Invoice3722,1,Payment3791,Successful
PO4509,PO4509,6,PR165;PR248;PR289;PR643;PR815;PR838,1,Supplier14,1,GRN6948,1,Invoice5392,1,Payment8877,Successful
PO4725,PO4725,3,PR290;PR372;PR429,1,Supplier1,1,GRN8800,1,Invoice2764,1,Payment1862,Successful
PO3001,PO3001,5,PR291;PR469;PR518;PR656;PR845,1,Supplier32,1,GRN9849,1,Invoice3348,1,Payment6985,Successful
PO1931,PO1931,4,PR159;PR292;PR392;PR917,1,Supplier33,1,GRN8429,1,Invoice7720,1,Payment5446,Mismatch
PO4266,PO4266,1,PR293,1,Supplier34,1,GRN5743,1,Invoice3590,1,Payment6190,Successful
PO7733,PO7733,3,PR144;PR294;PR702,1,Supplier41,1,GRN2655,1,Invoice5934,1,Payment9561,Successful
PO3818,PO3818,1,PR296,1,Supplier16,1,GRN1086,1,Invoice9877,1,Payment8236,Successful
PO5942,PO5942,1,PR297,1,Supplier23,1,GRN2369,1,Invoice5258,1,Payment588,Successful
PO425,PO425,1,PR298,1,Supplier7,1,GRN8680,1,Invoice8505,1,Payment4047,Successful
PO4715,PO4715,1,PR299,1,Supplier1,1,GRN910,1,Invoice5095,1,Payment5612,Successful
PO3833,PO3833,1,PR300,1,Supplier4,1,GRN1009,1,Invoice1355,1,Payment2310,Successful
PO6223,PO6223,1,PR301,1,Supplier48,1,GRN2446,1,Invoice2299,1,Payment7213,Successful
PO4697,PO4697,2,PR302;PR714,1,Supplier6,1,GRN5608,1,Invoice1370,1,Payment2736,Successful
PO795,PO795,1,PR305,1,Supplier2,1,GRN1609,1,Invoice4215,1,Payment4801,Successful
PO1193,PO1193,1,PR306,1,Supplier26,1,GRN2529,1,Invoice3937,1,Payment860,Successful
PO6038,PO6038,4,PR105;PR18;PR307;PR817,1,Supplier15,1,GRN1488,1,Invoice7343,1,Payment8900,Mismatch
PO7279,PO7279,5,PR198;PR308;PR38;PR725;PR821,1,Supplier2,1,GRN7723,1,Invoice9156,1,Payment3385,Successful
PO8191,PO8191,1,PR309,1,Supplier32,1,GRN1111,1,Invoice4121,2,Payment6232;Payment6787,Successful
PO5209,PO5209,1,PR310,1,Supplier17,1,GRN4083,1,Invoice8464,1,Payment7148,Successful
PO633,PO633,1,PR311,1,Supplier19,1,GRN7221,1,Invoice6224,1,Payment916,Successful
PO313,PO313,1,PR312,1,Supplier28,1,GRN9802,1,Invoice9299,1,Payment8164,Successful
PO5336,PO5336,6,PR17;PR249;PR313;PR316;PR408;PR86,1,Supplier6,1,GRN4886,1,Invoice9292,1,Payment984,Successful
PO9904,PO9904,5,PR256;PR314;PR341;PR798;PR836,1,Supplier11,1,GRN5943,1,Invoice9505,1,Payment5622,Successful
PO6380,PO6380,1,PR316,1,Supplier6,1,GRN8725,1,Invoice6810,1,Payment8967,Successful
PO7538,PO7538,4,PR130;PR317;PR477;PR575,1,Supplier35,1,GRN3259,1,Invoice4555,1,Payment5892,Successful
PO2879,PO2879,3,PR318;PR387;PR801,1,Supplier11,1,GRN8881,1,Invoice40,2,Payment297;Payment6217,Successful
PO2523,PO2523,5,PR121;PR183;PR319;PR861;PR911,1,Supplier9,1,GRN72,1,Invoice4702,1,Payment3222,Successful
PO5655,PO5655,5,PR320;PR382;PR638;PR678;PR831,1,Supplier35,1,GRN7362,1,Invoice1019,1,Payment9727,Successful
PO131,PO131,6,PR227;PR24;PR321;PR374;PR41;PR847,1,Supplier18,1,GRN3468,1,Invoice9816,1,Payment2583,Successful
PO9734,PO9734,1,PR322,1,Supplier10,1,GRN5843,1,Invoice4260,1,Payment7789,Successful
PO1368,PO1368,6,PR323;PR525;PR68;PR843;PR967;PR982,1,Supplier21,1,GRN1303,1,Invoice7164,1,Payment6522,Successful
PO3735,PO3735,2,PR324;PR369,1,Supplier20,1,GRN2061,1,Invoice9437,2,Payment3231;Payment7182,Successful
PO1144,PO1144,3,PR238;PR325;PR894,1,Supplier10,1,GRN4921,1,Invoice4001,1,Payment3178,Mismatch
PO3680,PO3680,2,PR326;PR548,1,Supplier14,1,GRN6157,1,Invoice8052,1,Payment9150,Successful
PO1192,PO1192,1,PR327,1,Supplier14,1,GRN9057,1,Invoice4677,1,Payment1075,Successful
PO9468,PO9468,6,PR235;PR30;PR312;PR328;PR405;PR871,1,Supplier29,1,GRN3533,1,Invoice342,2,Payment4599;Payment7488,Successful
PO1457,PO1457,1,PR329,1,Supplier25,1,GRN3493,1,Invoice3500,1,Payment3313,Successful
PO4858,PO4858,3,PR167;PR330;PR901,1,Supplier2,1,GRN6263,1,Invoice2112,1,Payment9836,Successful
PO4777,PO4777,1,PR331,1,Supplier31,1,GRN5243,1,Invoice54,1,Payment3469,Successful
PO9372,PO9372,3,PR332;PR628;PR858,1,Supplier26,1,GRN9775,1,Invoice1565,2,Payment1591;Payment9707,Mismatch
PO523,PO523,1,PR333,1,Supplier12,1,GRN1659,1,Invoice3609,1,Payment9211,Successful
PO9154,PO9154,3,PR189;PR334;PR39,1,Supplier49,1,GRN5193,1,Invoice3844,1,Payment9041,Successful
PO9274,PO9274,5,PR310;PR335;PR454;PR500;PR670,1,Supplier2,1,GRN8996,1,Invoice7401,1,Payment1608,Successful
PO2897,PO2897,1,PR336,1,Supplier43,1,GRN1233,1,Invoice8350,1,Payment778,Mismatch
PO6459,PO6459,11,PR125;PR210;PR337;PR349;PR579;PR593;PR644;PR710;PR851;PR886;PR947,2,Supplier29;Supplier4,2,GRN1855;GRN9401,2,Invoice4387;Invoice4659,2,Payment4944;Payment549,Successful
PO1444,PO1444,1,PR340,1,Supplier23,1,GRN7507,1,Invoice8497,1,Payment9051,Successful
PO5801,PO5801,2,PR140;PR342,1,Supplier19,1,GRN6523,1,Invoice7811,1,Payment4361,Successful
PO5810,PO5810,2,PR343;PR550,1,Supplier26,1,GRN52,1,Invoice5821,1,Payment3862,Successful
PO4520,PO4520,1,PR344,1,Supplier27,1,GRN7952,1,Invoice1012,1,Payment4565,Successful
PO9668,PO9668,1,PR345,1,Supplier28,1,GRN1922,1,Invoice4448,1,Payment4913,Successful
PO8958,PO8958,3,PR346;PR675;PR746,1,Supplier41,1,GRN4905,1,Invoice8077,2,Payment2364;Payment9540,Mismatch
PO3983,PO3983,6,PR194;PR347;PR410;PR411;PR501;PR905,1,Supplier43,1,GRN4747,1,Invoice6487,1,Payment1547,Successful
PO2510,PO2510,2,PR261;PR348,1,Supplier13,1,GRN9306,1,Invoice552,1,Payment4483,Successful
PO4352,PO4352,2,PR207;PR349,1,Supplier14,1,GRN1339,1,Invoice7282,1,Payment2460,Successful
PO3747,PO3747,5,PR350;PR501;PR656;PR904;PR966,1,Supplier37,1,GRN5483,1,Invoice6057,1,Payment5151,Successful
PO5075,PO5075,4,PR224;PR351;PR590;PR730,1,Supplier37,1,GRN2829,1,Invoice948,1,Payment1927,Successful
PO6434,PO6434,1,PR352,1,Supplier50,1,GRN2343,1,Invoice8040,1,Payment9959,Successful
PO1388,PO1388,4,PR306;PR353;PR631;PR760,1,Supplier9,1,GRN3242,1,Invoice5360,1,Payment9437,Successful
PO2002,PO2002,1,PR354,1,Supplier36,1,GRN8355,1,Invoice3355,1,Payment4119,Successful
PO8315,PO8315,2,PR355;PR647,1,Supplier50,1,GRN9919,1,Invoice3292,1,Payment8987,Successful
PO7791,PO7791,1,PR356,1,Supplier2,1,GRN2780,1,Invoice7080,1,Payment4885,Successful
PO7853,PO7853,5,PR357;PR373;PR589;PR718;PR904,1,Supplier25,1,GRN9916,1,Invoice6727,1,Payment4901,Successful
PO5649,PO5649,2,PR359;PR522,1,Supplier21,1,GRN8394,1,Invoice7161,1,Payment5503,Successful
PO5219,PO5219,1,PR360,1,Supplier2,1,GRN5779,1,Invoice8807,1,Payment6103,Successful
PO6670,PO6670,1,PR361,1,Supplier9,1,GRN7363,1,Invoice1784,2,Payment4639;Payment817,Successful
PO7443,PO7443,6,PR140;PR362;PR458;PR573;PR719;PR995,1,Supplier5,1,GRN6006,1,Invoice8834,1,Payment6608,Successful
PO1261,PO1261,5,PR364;PR444;PR657;PR779;PR841,2,Supplier4;Supplier7,2,GRN1126;GRN3963,2,Invoice2216;Invoice4789,3,Payment214;Payment6293;Payment7128,Successful
PO9504,PO9504,3,PR365;PR598;PR812,1,Supplier46,1,GRN6395,1,Invoice7465,2,Payment6317;Payment9728,Successful
PO2941,PO2941,6,PR113;PR366;PR443;PR481;PR59;PR755,1,Supplier21,1,GRN693,1,Invoice9226,2,Payment3126;Payment8231,Successful
PO8930,PO8930,1,PR367,1,Supplier10,1,GRN5727,1,Invoice2049,1,Payment4827,Successful
PO8200,PO8200,1,PR368,1,Supplier34,1,GRN6413,1,Invoice277,1,Payment7238,Successful
PO574,PO574,1,PR369,1,Supplier26,1,GRN2760,1,Invoice4321,1,Payment4822,Successful
PO2247,PO2247,1,PR370,1,Supplier28,1,GRN1851,1,Invoice4757,1,Payment3320,Successful
PO6203,PO6203,8,PR115;PR160;PR366;PR371;PR517;PR657;PR876;PR927,2,Supplier34;Supplier48,2,GRN6024;GRN7323,2,Invoice5573;Invoice9506,2,Payment1054;Payment6957,Successful
PO1395,PO1395,1,PR372,1,Supplier39,1,GRN1801,1,Invoice665,1,Payment6267,Successful
PO2657,PO2657,2,PR229;PR373,1,Supplier25,1,GRN5964,1,Invoice5100,1,Payment1244,Successful
PO1838,PO1838,3,PR374;PR493;PR849,1,Supplier34,1,GRN3319,1,Invoice3264,1,Payment2023,Successful
PO8064,PO8064,1,PR375,1,Supplier23,1,GRN1497,1,Invoice251,1,Payment151,Successful
PO5108,PO5108,2,PR376;PR555,1,Supplier1,1,GRN7125,1,Invoice6829,1,Payment3701,Successful
PO8250,PO8250,1,PR377,1,Supplier6,1,GRN8177,1,Invoice8693,1,Payment9550,Successful
PO6393,PO6393,1,PR378,1,Supplier7,1,GRN1323,1,Invoice9146,1,Payment1763,Successful
PO6888,PO6888,4,PR379;PR397;PR510;PR998,1,Supplier40,1,GRN2315,1,Invoice4043,1,Payment3595,Successful
PO1926,PO1926,1,PR380,1,Supplier1,1,GRN6311,1,Invoice9285,1,Payment9603,Successful
PO3196,PO3196,1,PR381,1,Supplier20,1,GRN81,1,Invoice6765,1,Payment1663,Successful
PO1917,PO1917,1,PR382,1,Supplier16,1,GRN4064,1,Invoice182,1,Payment4115,Successful
PO7291,PO7291,4,PR383;PR436;PR651;PR863,1,Supplier41,1,GRN8104,1,Invoice8964,1,Payment4789,Successful
PO2712,PO2712,9,PR135;PR277;PR384;PR392;PR437;PR48;PR488;PR933;PR987,2,Supplier31;Supplier40,2,GRN3154;GRN870,2,Invoice1712;Invoice3900,2,Payment4854;Payment7638,Successful
PO9837,PO9837,3,PR385;PR440;PR452,1,Supplier38,1,GRN8589,1,Invoice586,1,Payment8593,Mismatch
PO7055,PO7055,1,PR386,1,Supplier12,1,GRN8209,1,Invoice7681,1,Payment6706,Successful
PO4307,PO4307,1,PR387,1,Supplier3,1,GRN5595,1,Invoice603,1,Payment1264,Successful
PO698,PO698,1,PR388,1,Supplier43,1,GRN5163,1,Invoice6118,1,Payment1566,Successful
PO9535,PO9535,5,PR389;PR5;PR531;PR632;PR91,1,Supplier45,1,GRN3306,1,Invoice9211,1,Payment9825,Successful
PO407,PO407,6,PR13;PR152;PR390;PR619;PR638;PR649,1,Supplier14,1,GRN732,1,Invoice5977,1,Payment27,Successful
PO8850,PO8850,1,PR391,1,Supplier28,1,GRN2839,1,Invoice5769,1,Payment3172,Successful
PO4235,PO4235,1,PR393,1,Supplier48,1,GRN7194,1,Invoice9926,2,Payment3715;Payment8315,Successful
PO8841,PO8841,5,PR252;PR368;PR394;PR424;PR802,1,Supplier12,1,GRN9855,1,Invoice7583,1,Payment9197,Successful
PO7907,PO7907,4,PR395;PR565;PR723;PR797,1,Supplier4,1,GRN9510,1,Invoice1490,1,Payment7364,Successful
PO6518,PO6518,5,PR121;PR182;PR396;PR701;PR940,1,Supplier20,1,GRN5348,1,Invoice6182,1,Payment5884,Successful
PO9585,PO9585,3,PR397;PR653;PR878,1,Supplier38,1,GRN7808,1,Invoice234,1,Payment8865,Mismatch
PO3249,PO3249,1,PR398,1,Supplier49,1,GRN2642,1,Invoice6080,1,Payment2323,Successful
PO3650,PO3650,2,PR19;PR399,1,Supplier10,1,GRN27,1,Invoice3104,2,Payment5673;Payment9795,Successful
PO4590,PO4590,5,PR103;PR396;PR400;PR565;PR628,1,Supplier27,1,GRN8149,1,Invoice5302,1,Payment4562,Successful
PO8963,PO8963,6,PR225;PR272;PR401;PR629;PR672;PR926,1,Supplier26,1,GRN5699,1,Invoice2686,1,Payment4697,Successful
PO2660,PO2660,5,PR358;PR366;PR379;PR402;PR596,1,Supplier18,1,GRN5818,1,Invoice7535,1,Payment2523,Successful
PO8540,PO8540,1,PR403,1,Supplier48,1,GRN214,1,Invoice6285,1,Payment4408,Successful
PO7333,PO7333,3,PR404;PR698;PR895,1,Supplier48,1,GRN5317,1,Invoice1343,1,Payment3223,Successful
PO7125,PO7125,2,PR405;PR923,1,Supplier5,1,GRN7210,1,Invoice1224,1,Payment8507,Mismatch
PO4813,PO4813,4,PR107;PR406;PR54;PR897,1,Supplier26,1,GRN6909,1,Invoice6626,1,Payment7902,Successful
PO6340,PO6340,2,PR161;PR408,1,Supplier43,1,GRN35,1,Invoice8469,1,Payment6819,Successful
PO2973,PO2973,3,PR173;PR409;PR562,1,Supplier13,1,GRN4752,1,Invoice7817,1,Payment7309,Successful
PO213,PO213,3,PR388;PR410;PR79,1,Supplier20,1,GRN1604,1,Invoice9960,1,Payment7138,Successful
PO5743,PO5743,2,PR411;PR549,1,Supplier48,1,GRN6451,1,Invoice8808,1,Payment6558,Successful
PO3924,PO3924,1,PR412,1,Supplier30,1,GRN8605,1,Invoice7776,1,Payment8544,Successful
PO3024,PO3024,6,PR219;PR413;PR510;PR665;PR729;PR874,1,Supplier27,1,GRN4971,1,Invoice6958,1,Payment5997,Mismatch
PO6032,PO6032,7,PR185;PR217;PR349;PR414;PR576;PR692;PR705,2,Supplier18;Supplier38,2,GRN1225;GRN8829,2,Invoice8695;Invoice9813,2,Payment6604;Payment8891,Successful
PO3332,PO3332,1,PR415,1,Supplier46,1,GRN898,1,Invoice3207,1,Payment27,Successful
PO8925,PO8925,3,PR210;PR416;PR853,1,Supplier44,1,GRN4793,1,Invoice266,1,Payment4434,Successful
PO1276,PO1276,6,PR249;PR260;PR417;PR572;PR687;PR860,1,Supplier3,1,GRN4966,1,Invoice2969,1,Payment4359,Successful
PO1990,PO1990,1,PR418,1,Supplier50,1,GRN325,1,Invoice5983,1,Payment1568,Mismatch
PO6654,PO6654,2,PR419;PR99,1,Supplier22,1,GRN1612,1,Invoice4773,1,Payment4069,Successful
PO3590,PO3590,1,PR421,1,Supplier22,1,GRN3463,1,Invoice5765,1,Payment84,Successful
PO5732,PO5732,1,PR423,1,Supplier14,1,GRN763,1,Invoice35,1,Payment6470,Successful
PO8408,PO8408,2,PR424;PR722,2,Supplier19;Supplier29,2,GRN4730;GRN6770,2,Invoice2252;Invoice9259,2,Payment5135;Payment7424,Successful
PO2399,PO2399,9,PR364;PR372;PR425;PR517;PR617;PR691;PR734;PR776;PR90,2,Supplier27;Supplier28,2,GRN4800;GRN5156,2,Invoice4052;Invoice6869,2,Payment666;Payment8723,Successful
PO6360,PO6360,1,PR426,1,Supplier7,1,GRN2574,1,Invoice7717,2,Payment7669;Payment9214,Successful
PO7340,PO7340,1,PR427,1,Supplier24,1,GRN3061,1,Invoice863,1,Payment4041,Successful
PO2754,PO2754,3,PR428;PR664;PR673,1,Supplier50,1,GRN8417,1,Invoice1636,1,Payment2095,Successful
PO4049,PO4049,2,PR429;PR504,1,Supplier43,1,GRN5416,1,Invoice2171,2,Payment5027;Payment8076,Successful
PO8006,PO8006,3,PR430;PR588;PR761,1,Supplier33,1,GRN2469,1,Invoice7301,1,Payment9926,Successful
PO9311,PO9311,1,PR431,1,Supplier46,1,GRN8227,1,Invoice9169,1,Payment7373,Successful
PO6473,PO6473,1,PR432,1,Supplier37,1,GRN844,1,Invoice8895,1,Payment6248,Successful
PO6975,PO6975,6,PR370;PR395;PR433;PR458;PR64;PR952,1,Supplier14,1,GRN4231,1,Invoice3097,1,Payment5172,Successful
PO4980,PO4980,1,PR434,1,Supplier16,1,GRN7739,1,Invoice3877,2,Payment2767;Payment3598,Successful
PO427,PO427,1,PR435,1,Supplier2,1,GRN5771,1,Invoice7961,1,Payment4350,Successful
PO9808,PO9808,1,PR436,1,Supplier35,1,GRN4916,1,Invoice7983,1,Payment3970,Successful
PO6933,PO6933,1,PR437,1,Supplier38,1,GRN7543,1,Invoice640,1,Payment3453,Successful
PO938,PO938,1,PR438,1,Supplier14,1,GRN3851,1,Invoice4972,2,Payment3199;Payment3485,Successful
PO6962,PO6962,6,PR143;PR19;PR288;PR380;PR394;PR440,1,Supplier45,1,GRN843,1,Invoice4693,1,Payment4205,Mismatch
PO3124,PO3124,4,PR441;PR480;PR620;PR82,1,Supplier44,1,GRN6671,1,Invoice1218,1,Payment7010,Successful
PO7262,PO7262,2,PR442;PR721,1,Supplier28,1,GRN1062,1,Invoice695,1,Payment1262,Successful
PO9025,PO9025,1,PR443,1,Supplier10,1,GRN7606,1,Invoice7678,1,Payment6265,Successful
PO3757,PO3757,1,PR444,1,Supplier29,1,GRN7579,1,Invoice4902,1,Payment2464,Successful
PO414,PO414,1,PR445,1,Supplier37,1,GRN1444,1,Invoice1439,1,Payment1114,Successful
PO289,PO289,3,PR446;PR688;PR929,2,Supplier5;Supplier9,2,GRN2798;GRN8366,2,Invoice1967;Invoice3345,2,Payment6066;Payment7041,Successful
PO3285,PO3285,3,PR447;PR580;PR892,1,Supplier37,1,GRN9883,1,Invoice6446,1,Payment5185,Successful
PO3010,PO3010,1,PR448,1,Supplier23,1,GRN815,1,Invoice5667,1,Payment2159,Successful
PO8542,PO8542,4,PR206;PR449;PR72;PR832,1,Supplier44,1,GRN1196,1,Invoice944,1,Payment1985,Mismatch
PO8028,PO8028,1,PR450,1,Supplier37,1,GRN6043,1,Invoice171,1,Payment5692,Successful
PO5173,PO5173,1,PR451,1,Supplier22,1,GRN7305,1,Invoice8340,1,Payment7846,Successful
PO2603,PO2603,2,PR452;PR957,1,Supplier22,1,GRN6041,1,Invoice4121,2,Payment6232;Payment6787,Successful
PO1855,PO1855,1,PR453,1,Supplier42,1,GRN7799,1,Invoice4130,1,Payment4012,Successful
PO2297,PO2297,1,PR454,1,Supplier36,1,GRN2609,1,Invoice7548,2,Payment3060;Payment750,Successful
PO8441,PO8441,5,PR455;PR551;PR701;PR883;PR946,1,Supplier8,1,GRN7301,1,Invoice5487,1,Payment167,Successful
PO3431,PO3431,1,PR456,1,Supplier25,1,GRN8792,1,Invoice9086,1,Payment4486,Successful
PO1757,PO1757,1,PR457,1,Supplier20,1,GRN5372,1,Invoice5295,1,Payment7314,Successful
PO4561,PO4561,5,PR33;PR458;PR66;PR88;PR880,1,Supplier34,1,GRN516,1,Invoice480,1,Payment2282,Successful
PO7936,PO7936,1,PR459,1,Supplier36,1,GRN8583,1,Invoice356,1,Payment1695,Successful
PO9030,PO9030,1,PR460,1,Supplier27,1,GRN6911,1,Invoice3868,1,Payment9506,Mismatch
PO6365,PO6365,2,PR461;PR508,1,Supplier19,1,GRN4121,1,Invoice6530,1,Payment3637,Successful
PO1342,PO1342,1,PR462,1,Supplier13,1,GRN4272,1,Invoice7178,1,Payment4511,Successful
PO4220,PO4220,1,PR463,1,Supplier49,1,GRN875,1,Invoice5300,1,Payment3172,Successful
PO1391,PO1391,4,PR16;PR464;PR496;PR786,1,Supplier1,1,GRN4393,1,Invoice124,1,Payment635,Successful
PO4562,PO4562,1,PR465,1,Supplier24,1,GRN9778,1,Invoice9274,1,Payment9467,Successful
PO3430,PO3430,1,PR466,1,Supplier43,1,GRN1835,1,Invoice6328,1,Payment5734,Successful
PO8134,PO8134,1,PR467,1,Supplier44,1,GRN9085,1,Invoice3245,1,Payment7514,Successful
PO2019,PO2019,1,PR468,1,Supplier25,1,GRN5127,1,Invoice9390,1,Payment5797,Successful
PO590,PO590,4,PR343;PR358;PR469;PR761,1,Supplier14,1,GRN7459,1,Invoice2591,1,Payment4262,Successful
PO3030,PO3030,1,PR470,1,Supplier23,1,GRN2019,1,Invoice1202,1,Payment2328,Successful
PO9313,PO9313,1,PR471,1,Supplier35,1,GRN3749,1,Invoice8344,1,Payment1282,Successful
PO5997,PO5997,4,PR243;PR272;PR472;PR809,1,Supplier48,1,GRN961,1,Invoice817,1,Payment394,Successful
PO4450,PO4450,6,PR407;PR473;PR489;PR599;PR983;PR997,1,Supplier15,1,GRN8818,1,Invoice9709,1,Payment7945,Successful
PO5739,PO5739,1,PR475,1,Supplier30,1,GRN760,1,Invoice9758,1,Payment8238,Mismatch
PO8753,PO8753,1,PR476,1,Supplier35,1,GRN2942,1,Invoice8912,3,Payment5874;Payment8748;Payment9579,Successful
PO3803,PO3803,1,PR477,1,Supplier11,1,GRN7725,1,Invoice6095,1,Payment7253,Successful
PO6620,PO6620,1,PR478,1,Supplier38,1,GRN3192,1,Invoice9529,1,Payment4627,Successful
PO9043,PO9043,2,PR479;PR9,1,Supplier23,1,GRN3070,1,Invoice7490,1,Payment7646,Successful
PO7893,PO7893,9,PR103;PR11;PR305;PR306;PR365;PR480;PR609;PR616;PR745,2,Supplier20;Supplier35,2,GRN2821;GRN5402,2,Invoice125;Invoice4217,2,Payment5341;Payment9763,Successful
PO7816,PO7816,5,PR250;PR313;PR483;PR671;PR8,1,Supplier45,1,GRN5524,1,Invoice6211,1,Payment9913,Successful
PO2161,PO2161,3,PR484;PR768;PR952,1,Supplier42,1,GRN6338,1,Invoice2452,1,Payment6135,Successful
PO502,PO502,6,PR486;PR528;PR722;PR797;PR821;PR939,1,Supplier30,1,GRN8702,1,Invoice6504,1,Payment6970,Successful
PO8277,PO8277,2,PR487;PR645,1,Supplier30,1,GRN3190,1,Invoice7365,1,Payment1680,Successful
PO1573,PO1573,4,PR399;PR488;PR578;PR61,1,Supplier16,1,GRN6340,1,Invoice3657,2,Payment6051;Payment7704,Successful
PO6111,PO6111,1,PR489,1,Supplier3,1,GRN3892,1,Invoice8132,1,Payment6328,Successful
PO7892,PO7892,3,PR490;PR797;PR837,1,Supplier17,1,GRN2661,1,Invoice7548,2,Payment3060;Payment750,Successful
PO7639,PO7639,3,PR491;PR600;PR744,1,Supplier16,1,GRN8170,1,Invoice4748,1,Payment7626,Successful
PO2675,PO2675,5,PR449;PR492;PR613;PR649;PR85,1,Supplier44,1,GRN3956,1,Invoice5954,1,Payment7100,Successful
PO8075,PO8075,2,PR493;PR774,1,Supplier9,1,GRN9580,1,Invoice1388,1,Payment4776,Successful
PO9703,PO9703,1,PR494,1,Supplier34,1,GRN2227,1,Invoice2342,1,Payment7645,Mismatch
PO7752,PO7752,1,PR495,1,Supplier9,1,GRN8922,1,Invoice5124,1,Payment9167,Successful
PO9446,PO9446,3,PR325;PR496;PR664,1,Supplier46,1,GRN8559,1,Invoice5338,1,Payment723,Mismatch
PO273,PO273,1,PR499,1,Supplier3,1,GRN2274,1,Invoice4873,1,Payment1908,Mismatch
PO4355,PO4355,1,PR500,1,Supplier22,1,GRN3750,1,Invoice7531,1,Payment6369,Successful
PO9591,PO9591,1,PR501,1,Supplier25,1,GRN2297,1,Invoice2692,1,Payment1311,Successful
PO8673,PO8673,4,PR239;PR301;PR502;PR716,1,Supplier7,1,GRN6988,1,Invoice3682,1,Payment7639,Successful
PO1408,PO1408,1,PR503,1,Supplier30,1,GRN9801,1,Invoice254,1,Payment2352,Successful
PO2086,PO2086,1,PR504,1,Supplier39,1,GRN8614,1,Invoice1351,1,Payment5867,Successful
PO2961,PO2961,1,PR505,1,Supplier38,1,GRN7560,1,Invoice3494,1,Payment5761,Successful
PO2467,PO2467,3,PR412;PR507;PR81,1,Supplier39,1,GRN3891,1,Invoice9203,1,Payment8279,Successful
PO4594,PO4594,1,PR508,1,Supplier15,1,GRN8608,1,Invoice8423,1,Payment4268,Successful
PO8531,PO8531,1,PR510,1,Supplier46,1,GRN7267,1,Invoice4436,1,Payment9798,Successful
