pr_count,supplier_count,goods_receipt_count,invoice_count,payment_count,pr_to_po_hours,po_approval_hours,approval_to_supplier_hours,supplier_to_goods_hours,goods_to_invoice_hours,invoice_to_match_hours,match_to_payment_hours,rejection_count,predicted_delay,delay_probability,risk_level,main_bottleneck,priority,recommended_action
2,1,1,1,1,0.85,0.933,0.267,72.0,24.0,0.933,216.0,0,1,0.7825703942059874,High,Matching to Payment,Immediate,Prioritize invoice matching and payment processing.
1,1,1,1,1,0.95,0.4,0.083,96.0,24.0,0.1,240.0,0,1,0.7787684922457084,High,Matching to Payment,Immediate,Prioritize invoice matching and payment processing.
1,1,1,1,1,0.3,0.283,0.683,24.0,72.0,0.417,168.0,0,0,0.1565006354713788,Low,Matching to Payment,Routine,Continue normal procurement processing with routine monitoring.
1,1,1,1,1,0.633,0.467,0.517,96.0,48.0,0.483,120.0,0,0,0.0778843857067906,Low,Matching to Payment,Routine,Continue normal procurement processing with routine monitoring.
5,1,1,1,1,1.251,0.733,0.5,24.0,24.0,0.217,24.0,0,0,0.0155128205128205,Low,Supplier to Goods Receipt,Routine,Continue normal procurement processing with routine monitoring.
1,1,1,1,1,1.35,0.283,0.517,96.0,48.0,0.467,144.0,0,0,0.2693161627213958,Low,Matching to Payment,Routine,Continue normal procurement processing with routine monitoring.
1,1,1,1,1,0.733,0.217,0.3,96.0,48.0,0.383,192.0,0,1,0.8392596585882236,High,Matching to Payment,Immediate,Prioritize invoice matching and payment processing.
5,1,1,1,1,1.35,0.4,0.217,48.0,48.0,0.433,120.0,1,0,0.0457114295748657,Low,Matching to Payment,Routine,Continue normal procurement processing with routine monitoring.
4,1,1,1,1,1.45,0.65,0.4,24.0,24.0,0.433,144.0,0,0,0.0396398046398046,Low,Matching to Payment,Routine,Continue normal procurement processing with routine monitoring.
3,1,1,1,1,1.617,0.633,0.7,72.0,48.0,0.65,120.0,0,0,0.091177751709023,Low,Matching to Payment,Routine,Continue normal procurement processing with routine monitoring.
2,1,1,1,1,1.333,0.317,0.617,96.0,72.0,0.583,48.0,0,0,0.0616390103810808,Low,Supplier to Goods Receipt,Routine,Continue normal procurement processing with routine monitoring.
1,1,1,1,1,1.067,0.6,0.5,120.0,72.0,0.617,144.0,0,1,0.5111287346175424,Medium,Matching to Payment,Monitor,Monitor invoice matching and payment processing.
5,1,1,1,1,1.1,0.133,0.017,24.0,24.0,0.883,192.0,0,0,0.2148400173689547,Low,Matching to Payment,Routine,Continue normal procurement processing with routine monitoring.
1,1,1,1,1,0.25,0.567,0.417,24.0,48.0,0.1,240.0,0,0,0.4702831020173015,Medium,Matching to Payment,Monitor,Monitor invoice matching and payment processing.
2,1,1,1,1,1.15,0.783,0.633,120.0,24.0,0.45,240.0,0,1,0.8523839596564577,High,Matching to Payment,Immediate,Prioritize invoice matching and payment processing.
1,1,1,1,1,1.383,0.083,0.017,96.0,24.0,0.367,168.0,0,0,0.4385205031294982,Medium,Matching to Payment,Monitor,Monitor invoice matching and payment processing.
